Estados Sociedades;Actividad económica;Periodo;Total
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M12;13,37
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M11;12,1
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M10;12,46
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M09;11,74
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M08;11,39
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M07;11,13
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M06;12,15
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M05;11,4
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M04;12,26
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M03;12,37
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M02;12,9
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2013M01;13,33
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M12;13,52
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M11;12,76
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M10;12,51
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M09;12,55
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M08;11,85
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M07;12,27
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M06;11,57
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M05;13,22
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M04;13,09
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M03;13,85
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M02;11,91
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2012M01;13,1
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M09;4,76
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M08;4,45
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M07;4,47
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M06;4,71
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M05;4,71
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M04;4,99
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M03;4,83
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M02;4,5
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2023M01;4,21
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M12;4,76
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M11;4,86
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M10;4,32
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M09;4,45
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M08;4,82
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M07;4,03
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M06;5,05
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M05;5,05
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M04;4,83
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M03;4,72
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M02;4,84
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2022M01;4,18
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M12;4,54
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M11;4,05
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M10;4,26
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M09;3,91
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M08;3,81
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M07;3,76
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M06;3,54
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M05;4,18
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M04;4,12
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M03;3,5
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M02;3,91
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2021M01;3,38
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M12;3,58
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M11;3,82
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M10;3,84
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M09;3,51
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M08;3,52
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M07;4,26
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M06;4,7
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M05;4,28
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M04;4,29
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M03;4,03
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M02;4,59
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2020M01;4,52
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M12;4,5
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M11;4,27
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M10;4,33
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M09;4,18
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M08;4,22
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M07;3,79
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M06;4,39
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M05;4,28
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M04;4,54
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M03;4,87
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M02;3,83
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2019M01;4,55
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M12;4,76
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M11;4,31
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M10;3,42
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M09;4,21
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M08;4,83
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M07;3,83
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M06;4,43
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M05;4,58
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M04;4,11
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M03;4,28
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M02;4,14
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2018M01;3,98
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M12;5,24
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M11;4,28
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M10;4,66
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M09;4,69
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M08;4,95
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M07;4,51
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M06;4,57
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M05;4,31
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M04;4,11
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M03;4,61
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M02;4,17
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2017M01;4,46
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M12;5,79
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M11;4,53
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M10;4,24
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M09;3,8
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M08;4,5
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M07;4,09
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M06;3,79
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M05;3,7
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M04;4,19
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M03;5,06
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M02;4,5
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2016M01;4,66
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M12;3,62
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M11;3,69
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M10;4,5
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M09;6,38
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M08;3,63
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M07;4,07
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M06;4,25
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M05;5,5
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M04;4,04
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M03;3,92
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M02;4,13
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2015M01;4,07
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M12;3,65
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M11;3,72
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M10;3,53
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M09;3,9
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M08;4,39
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M07;3,86
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M06;3,63
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M05;3,51
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M04;3,61
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M03;3,44
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M02;3,82
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2014M01;3,86
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M12;3,41
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M11;3,04
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M10;3,32
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M09;2,98
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M08;3,17
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M07;3,12
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M06;3,59
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M05;3,33
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M04;3,26
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M03;3,46
Sociedades Constituídas;N Actividades administrativas y servicios auxiliares;2013M02;3,25
