Estados Sociedades;Actividad económica;Periodo;Total
Sociedades Constituídas;Industria y energía;2022M06;6,95
Sociedades Constituídas;Industria y energía;2022M05;6,95
Sociedades Constituídas;Industria y energía;2022M04;7,07
Sociedades Constituídas;Industria y energía;2022M03;6,72
Sociedades Constituídas;Industria y energía;2022M02;7,08
Sociedades Constituídas;Industria y energía;2022M01;7,7
Sociedades Constituídas;Industria y energía;2021M12;6,49
Sociedades Constituídas;Industria y energía;2021M11;6,8
Sociedades Constituídas;Industria y energía;2021M10;6,68
Sociedades Constituídas;Industria y energía;2021M09;7,04
Sociedades Constituídas;Industria y energía;2021M08;7,83
Sociedades Constituídas;Industria y energía;2021M07;8,53
Sociedades Constituídas;Industria y energía;2021M06;9,32
Sociedades Constituídas;Industria y energía;2021M05;6,92
Sociedades Constituídas;Industria y energía;2021M04;7,49
Sociedades Constituídas;Industria y energía;2021M03;7,6
Sociedades Constituídas;Industria y energía;2021M02;7,57
Sociedades Constituídas;Industria y energía;2021M01;8,11
Sociedades Constituídas;Industria y energía;2020M12;7,33
Sociedades Constituídas;Industria y energía;2020M11;6,98
Sociedades Constituídas;Industria y energía;2020M10;7,09
Sociedades Constituídas;Industria y energía;2020M09;8,73
Sociedades Constituídas;Industria y energía;2020M08;8,07
Sociedades Constituídas;Industria y energía;2020M07;7,83
Sociedades Constituídas;Industria y energía;2020M06;9,41
Sociedades Constituídas;Industria y energía;2020M05;12,94
Sociedades Constituídas;Industria y energía;2020M04;12,07
Sociedades Constituídas;Industria y energía;2020M03;10,04
Sociedades Constituídas;Industria y energía;2020M02;8,04
Sociedades Constituídas;Industria y energía;2020M01;7,41
Sociedades Constituídas;Industria y energía;2019M12;7,9
Sociedades Constituídas;Industria y energía;2019M11;9,4
Sociedades Constituídas;Industria y energía;2019M10;9,14
Sociedades Constituídas;Industria y energía;2019M09;9,53
Sociedades Constituídas;Industria y energía;2019M08;8,73
Sociedades Constituídas;Industria y energía;2019M07;8,15
Sociedades Constituídas;Industria y energía;2019M06;9,09
Sociedades Constituídas;Industria y energía;2019M05;8,87
Sociedades Constituídas;Industria y energía;2019M04;10,26
Sociedades Constituídas;Industria y energía;2019M03;9,36
Sociedades Constituídas;Industria y energía;2019M02;8,93
Sociedades Constituídas;Industria y energía;2019M01;8,18
Sociedades Constituídas;Industria y energía;2018M12;9,21
Sociedades Constituídas;Industria y energía;2018M11;7,98
Sociedades Constituídas;Industria y energía;2018M10;7,31
Sociedades Constituídas;Industria y energía;2018M09;8,23
Sociedades Constituídas;Industria y energía;2018M08;9,66
Sociedades Constituídas;Industria y energía;2018M07;8,97
Sociedades Constituídas;Industria y energía;2018M06;7,71
Sociedades Constituídas;Industria y energía;2018M05;7,02
Sociedades Constituídas;Industria y energía;2018M04;7,71
Sociedades Constituídas;Industria y energía;2018M03;8,27
Sociedades Constituídas;Industria y energía;2018M02;7,07
Sociedades Constituídas;Industria y energía;2018M01;7,93
Sociedades Constituídas;Industria y energía;2017M12;7,84
Sociedades Constituídas;Industria y energía;2017M11;7,18
Sociedades Constituídas;Industria y energía;2017M10;7,12
Sociedades Constituídas;Industria y energía;2017M09;7,18
Sociedades Constituídas;Industria y energía;2017M08;6,85
Sociedades Constituídas;Industria y energía;2017M07;5,98
Sociedades Constituídas;Industria y energía;2017M06;6,32
Sociedades Constituídas;Industria y energía;2017M05;7,55
Sociedades Constituídas;Industria y energía;2017M04;6,99
Sociedades Constituídas;Industria y energía;2017M03;6,88
Sociedades Constituídas;Industria y energía;2017M02;7,88
Sociedades Constituídas;Industria y energía;2017M01;8,01
Sociedades Constituídas;Industria y energía;2016M12;7,53
Sociedades Constituídas;Industria y energía;2016M11;8,3
Sociedades Constituídas;Industria y energía;2016M10;7,75
Sociedades Constituídas;Industria y energía;2016M09;7
Sociedades Constituídas;Industria y energía;2016M08;7,45
Sociedades Constituídas;Industria y energía;2016M07;7,54
Sociedades Constituídas;Industria y energía;2016M06;7,54
Sociedades Constituídas;Industria y energía;2016M05;7,6
Sociedades Constituídas;Industria y energía;2016M04;7,99
Sociedades Constituídas;Industria y energía;2016M03;8,01
Sociedades Constituídas;Industria y energía;2016M02;8,11
Sociedades Constituídas;Industria y energía;2016M01;8,52
Sociedades Constituídas;Industria y energía;2015M12;7,67
Sociedades Constituídas;Industria y energía;2015M11;7,47
Sociedades Constituídas;Industria y energía;2015M10;7,11
Sociedades Constituídas;Industria y energía;2015M09;7,02
Sociedades Constituídas;Industria y energía;2015M08;6,46
Sociedades Constituídas;Industria y energía;2015M07;7,08
Sociedades Constituídas;Industria y energía;2015M06;6,56
Sociedades Constituídas;Industria y energía;2015M05;6,66
Sociedades Constituídas;Industria y energía;2015M04;6,34
Sociedades Constituídas;Industria y energía;2015M03;6,97
Sociedades Constituídas;Industria y energía;2015M02;7,13
Sociedades Constituídas;Industria y energía;2015M01;7,86
Sociedades Constituídas;Industria y energía;2014M12;7,43
Sociedades Constituídas;Industria y energía;2014M11;6,9
Sociedades Constituídas;Industria y energía;2014M10;6,9
Sociedades Constituídas;Industria y energía;2014M09;7,01
Sociedades Constituídas;Industria y energía;2014M08;7,83
Sociedades Constituídas;Industria y energía;2014M07;7,44
Sociedades Constituídas;Industria y energía;2014M06;7,2
Sociedades Constituídas;Industria y energía;2014M05;7,34
Sociedades Constituídas;Industria y energía;2014M04;8,46
Sociedades Constituídas;Industria y energía;2014M03;7,15
Sociedades Constituídas;Industria y energía;2014M02;7,41
Sociedades Constituídas;Industria y energía;2014M01;7,13
Sociedades Constituídas;Industria y energía;2013M12;7,07
Sociedades Constituídas;Industria y energía;2013M11;7,28
Sociedades Constituídas;Industria y energía;2013M10;7,36
Sociedades Constituídas;Industria y energía;2013M09;6,62
Sociedades Constituídas;Industria y energía;2013M08;7,63
Sociedades Constituídas;Industria y energía;2013M07;6,75
Sociedades Constituídas;Industria y energía;2013M06;7,54
Sociedades Constituídas;Industria y energía;2013M05;6,75
Sociedades Constituídas;Industria y energía;2013M04;7,82
Sociedades Constituídas;Industria y energía;2013M03;7,14
Sociedades Constituídas;Industria y energía;2013M02;8,09
Sociedades Constituídas;Industria y energía;2013M01;9
Sociedades Constituídas;Industria y energía;2012M12;7,37
Sociedades Constituídas;Industria y energía;2012M11;7,93
Sociedades Constituídas;Industria y energía;2012M10;6,72
Sociedades Constituídas;Industria y energía;2012M09;7
Sociedades Constituídas;Industria y energía;2012M08;6,92
Sociedades Constituídas;Industria y energía;2012M07;7,34
Sociedades Constituídas;Industria y energía;2012M06;7,31
Sociedades Constituídas;Industria y energía;2012M05;7,31
Sociedades Constituídas;Industria y energía;2012M04;7,68
Sociedades Constituídas;Industria y energía;2012M03;7,34
Sociedades Constituídas;Industria y energía;2012M02;7,92
Sociedades Constituídas;Industria y energía;2012M01;7,64
Sociedades Constituídas;F Construcción;2023M09;13,11
Sociedades Constituídas;F Construcción;2023M08;12,04
Sociedades Constituídas;F Construcción;2023M07;13,14
Sociedades Constituídas;F Construcción;2023M06;12,82
Sociedades Constituídas;F Construcción;2023M05;13,29
Sociedades Constituídas;F Construcción;2023M04;13,48
Sociedades Constituídas;F Construcción;2023M03;13,26
Sociedades Constituídas;F Construcción;2023M02;13,76
Sociedades Constituídas;F Construcción;2023M01;12,67
Sociedades Constituídas;F Construcción;2022M12;11,84
Sociedades Constituídas;F Construcción;2022M11;13,2
Sociedades Constituídas;F Construcción;2022M10;13,87
Sociedades Constituídas;F Construcción;2022M09;12,93
Sociedades Constituídas;F Construcción;2022M08;11,74
Sociedades Constituídas;F Construcción;2022M07;12,34
Sociedades Constituídas;F Construcción;2022M06;12,55
Sociedades Constituídas;F Construcción;2022M05;12,55
Sociedades Constituídas;F Construcción;2022M04;13,04
Sociedades Constituídas;F Construcción;2022M03;13,12
Sociedades Constituídas;F Construcción;2022M02;12,52
Sociedades Constituídas;F Construcción;2022M01;13,17
Sociedades Constituídas;F Construcción;2021M12;12,49
Sociedades Constituídas;F Construcción;2021M11;12,94
Sociedades Constituídas;F Construcción;2021M10;12,34
Sociedades Constituídas;F Construcción;2021M09;12,15
Sociedades Constituídas;F Construcción;2021M08;12,71
Sociedades Constituídas;F Construcción;2021M07;11,37
Sociedades Constituídas;F Construcción;2021M06;12,25
Sociedades Constituídas;F Construcción;2021M05;12,58
Sociedades Constituídas;F Construcción;2021M04;11,69
Sociedades Constituídas;F Construcción;2021M03;12,89
Sociedades Constituídas;F Construcción;2021M02;12,26
Sociedades Constituídas;F Construcción;2021M01;12,07
Sociedades Constituídas;F Construcción;2020M12;11,76
Sociedades Constituídas;F Construcción;2020M11;12,89
Sociedades Constituídas;F Construcción;2020M10;13,16
Sociedades Constituídas;F Construcción;2020M09;12,83
Sociedades Constituídas;F Construcción;2020M08;12,64
Sociedades Constituídas;F Construcción;2020M07;10,45
Sociedades Constituídas;F Construcción;2020M06;12,08
Sociedades Constituídas;F Construcción;2020M05;11,64
Sociedades Constituídas;F Construcción;2020M04;13,17
Sociedades Constituídas;F Construcción;2020M03;12,74
Sociedades Constituídas;F Construcción;2020M02;12,67
Sociedades Constituídas;F Construcción;2020M01;14,85
Sociedades Constituídas;F Construcción;2019M12;11,95
Sociedades Constituídas;F Construcción;2019M11;12,62
Sociedades Constituídas;F Construcción;2019M10;13,63
Sociedades Constituídas;F Construcción;2019M09;13,85
Sociedades Constituídas;F Construcción;2019M08;14,89
Sociedades Constituídas;F Construcción;2019M07;13,59
Sociedades Constituídas;F Construcción;2019M06;13,11
Sociedades Constituídas;F Construcción;2019M05;13,58
Sociedades Constituídas;F Construcción;2019M04;13,88
Sociedades Constituídas;F Construcción;2019M03;14,38
Sociedades Constituídas;F Construcción;2019M02;15,59
Sociedades Constituídas;F Construcción;2019M01;15,88
Sociedades Constituídas;F Construcción;2018M12;14,35
Sociedades Constituídas;F Construcción;2018M11;14,41
Sociedades Constituídas;F Construcción;2018M10;15,37
Sociedades Constituídas;F Construcción;2018M09;12,49
Sociedades Constituídas;F Construcción;2018M08;13,15
Sociedades Constituídas;F Construcción;2018M07;16,01
Sociedades Constituídas;F Construcción;2018M06;15,37
Sociedades Constituídas;F Construcción;2018M05;14,64
Sociedades Constituídas;F Construcción;2018M04;15,06
Sociedades Constituídas;F Construcción;2018M03;14,63
Sociedades Constituídas;F Construcción;2018M02;15,25
Sociedades Constituídas;F Construcción;2018M01;13,28
Sociedades Constituídas;F Construcción;2017M12;12,17
Sociedades Constituídas;F Construcción;2017M11;12,89
Sociedades Constituídas;F Construcción;2017M10;14,39
Sociedades Constituídas;F Construcción;2017M09;12,84
Sociedades Constituídas;F Construcción;2017M08;12,2
Sociedades Constituídas;F Construcción;2017M07;13,44
Sociedades Constituídas;F Construcción;2017M06;12,26
Sociedades Constituídas;F Construcción;2017M05;13,43
Sociedades Constituídas;F Construcción;2017M04;13,45
Sociedades Constituídas;F Construcción;2017M03;15,13
Sociedades Constituídas;F Construcción;2017M02;14,54
Sociedades Constituídas;F Construcción;2017M01;13,31
Sociedades Constituídas;F Construcción;2016M12;11,8
Sociedades Constituídas;F Construcción;2016M11;13,1
Sociedades Constituídas;F Construcción;2016M10;13,68
Sociedades Constituídas;F Construcción;2016M09;16,82
Sociedades Constituídas;F Construcción;2016M08;15,13
Sociedades Constituídas;F Construcción;2016M07;15,52
Sociedades Constituídas;F Construcción;2016M06;15,41
Sociedades Constituídas;F Construcción;2016M05;18,16
Sociedades Constituídas;F Construcción;2016M04;16,03
Sociedades Constituídas;F Construcción;2016M03;12,76
Sociedades Constituídas;F Construcción;2016M02;14,6
Sociedades Constituídas;F Construcción;2016M01;14,88
Sociedades Constituídas;F Construcción;2015M12;15,98
Sociedades Constituídas;F Construcción;2015M11;18,67
Sociedades Constituídas;F Construcción;2015M10;14,33
Sociedades Constituídas;F Construcción;2015M09;16,18
Sociedades Constituídas;F Construcción;2015M08;16,91
Sociedades Constituídas;F Construcción;2015M07;18,28
Sociedades Constituídas;F Construcción;2015M06;17,06
Sociedades Constituídas;F Construcción;2015M05;16,94
Sociedades Constituídas;F Construcción;2015M04;17,38
Sociedades Constituídas;F Construcción;2015M03;18,56
Sociedades Constituídas;F Construcción;2015M02;18,77
Sociedades Constituídas;F Construcción;2015M01;15,16
Sociedades Constituídas;F Construcción;2014M12;15,73
Sociedades Constituídas;F Construcción;2014M11;16,06
Sociedades Constituídas;F Construcción;2014M10;16
Sociedades Constituídas;F Construcción;2014M09;15,57
Sociedades Constituídas;F Construcción;2014M08;14,77
Sociedades Constituídas;F Construcción;2014M07;15,96
Sociedades Constituídas;F Construcción;2014M06;17,7
Sociedades Constituídas;F Construcción;2014M05;19,06
Sociedades Constituídas;F Construcción;2014M04;17,69
Sociedades Constituídas;F Construcción;2014M03;17,81
Sociedades Constituídas;F Construcción;2014M02;17,08
Sociedades Constituídas;F Construcción;2014M01;17,44
Sociedades Constituídas;F Construcción;2013M12;16,14
Sociedades Constituídas;F Construcción;2013M11;18,11
Sociedades Constituídas;F Construcción;2013M10;17,84
Sociedades Constituídas;F Construcción;2013M09;20,47
Sociedades Constituídas;F Construcción;2013M08;17,76
Sociedades Constituídas;F Construcción;2013M07;20,62
Sociedades Constituídas;F Construcción;2013M06;19,65
Sociedades Constituídas;F Construcción;2013M05;19,39
Sociedades Constituídas;F Construcción;2013M04;19,06
Sociedades Constituídas;F Construcción;2013M03;20
Sociedades Constituídas;F Construcción;2013M02;19,44
Sociedades Constituídas;F Construcción;2013M01;17,73
Sociedades Constituídas;F Construcción;2012M12;17,02
Sociedades Constituídas;F Construcción;2012M11;17,09
Sociedades Constituídas;F Construcción;2012M10;18,56
Sociedades Constituídas;F Construcción;2012M09;19,26
Sociedades Constituídas;F Construcción;2012M08;19,66
Sociedades Constituídas;F Construcción;2012M07;19,23
Sociedades Constituídas;F Construcción;2012M06;19,31
Sociedades Constituídas;F Construcción;2012M05;19,73
Sociedades Constituídas;F Construcción;2012M04;18,92
Sociedades Constituídas;F Construcción;2012M03;18,6
Sociedades Constituídas;F Construcción;2012M02;26,07
Sociedades Constituídas;F Construcción;2012M01;20,43
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M09;20,27
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M08;18,52
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M07;19,25
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M06;19,3
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M05;18,63
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M04;18,57
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M03;18,87
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M02;18,82
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023M01;19,41
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M12;19,3
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M11;19,73
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M10;19
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M09;19,39
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M08;18,14
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M07;20,62
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M06;20,86
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M05;20,86
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M04;18,95
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M03;19,54
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M02;19,04
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022M01;19,55
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M12;20,47
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M11;20,06
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M10;21,13
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M09;22,27
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M08;20,92
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M07;20,48
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M06;20,25
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M05;20,77
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M04;21,2
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M03;21,58
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M02;22,04
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021M01;21,24
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M12;22,59
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M11;23,41
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M10;24,27
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M09;22,99
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M08;21,61
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M07;23,47
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M06;23,45
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M05;22,48
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M04;19,69
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M03;18,99
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M02;19,38
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020M01;18,63
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M12;20,42
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M11;19,07
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M10;20,41
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M09;20,27
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M08;19,35
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M07;19,15
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M06;20,9
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M05;20,09
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M04;19,65
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M03;19,77
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M02;19,4
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M01;22,63
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M12;23,63
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M11;20,58
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M10;22,34
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M09;20,98
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M08;19,18
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M07;19,64
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M06;19,45
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M05;20,78
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M04;20,5
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M03;21,26
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M02;18,73
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M01;21,53
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M12;20,57
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M11;23,97
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M10;21,53
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M09;21,71
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M08;22,34
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M07;22,8
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M06;20,76
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M05;21,42
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M04;22,15
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M03;22,58
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M02;21,98
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M01;23,73
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M12;22,08
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M11;22,93
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M10;22,64
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M09;24,6
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M08;21,94
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M07;23,76
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M06;22,33
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M05;23,93
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M04;22,25
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M03;22,92
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M02;23,95
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M01;23,41
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M12;24,35
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M11;23,99
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M10;22,9
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M09;21,92
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M08;21,12
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M07;20,99
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M06;21,3
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M05;21,47
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M04;22,62
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M03;22,65
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M02;21,76
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M01;22,9
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M12;23,43
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M11;23,91
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M10;23,9
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M09;24,27
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M08;21,82
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M07;22,83
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M06;23,1
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M05;23,02
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M04;22,86
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M03;23,19
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M02;22,55
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M01;22,35
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M12;22,5
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M11;23,56
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M10;22,53
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M09;24,31
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M08;22,44
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M07;22,23
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M06;21,98
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M05;22,22
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M04;22,25
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M03;21,93
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M02;22,95
