Total Nacional;Comunidades y Ciudades Autónomas;Principales indicadores;Periodo;Total
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2020T3;94,9
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2020T2;93,9
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2020T1;134,6
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2019T4;134,3
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2019T3;138,2
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2019T2;137,1
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2019T1;137,4
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2018T4;137,7
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2018T3;140,5
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2018T2;140,0
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2018T1;137,5
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2017T4;140,6
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2017T3;143,8
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2017T2;142,6
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2017T1;138,9
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2016T4;138,4
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2016T3;139,1
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2016T2;138,7
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2016T1;134,8
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2015T4;138,5
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2015T3;138,0
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2015T2;136,2
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2015T1;129,2
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2014T4;126,2
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2014T3;129,1
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2014T2;125,5
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2014T1;118,6
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2013T4;115,5
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2013T3;112,6
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2013T2;105,6
Total Nacional;09 Cataluña;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;09 Cataluña;Situación del trimestre anterior;2023T4;5,8
Total Nacional;09 Cataluña;Situación del trimestre anterior;2023T3;11,2
Total Nacional;09 Cataluña;Situación del trimestre anterior;2023T2;5,3
Total Nacional;09 Cataluña;Situación del trimestre anterior;2023T1;6,4
Total Nacional;09 Cataluña;Situación del trimestre anterior;2022T4;5,3
Total Nacional;09 Cataluña;Situación del trimestre anterior;2022T3;11,6
Total Nacional;09 Cataluña;Situación del trimestre anterior;2022T2;-3,0
Total Nacional;09 Cataluña;Situación del trimestre anterior;2022T1;5,6
Total Nacional;09 Cataluña;Situación del trimestre anterior;2021T4;4,1
Total Nacional;09 Cataluña;Situación del trimestre anterior;2021T3;0,1
Total Nacional;09 Cataluña;Situación del trimestre anterior;2021T2;-20,3
Total Nacional;09 Cataluña;Situación del trimestre anterior;2021T1;-26,1
Total Nacional;09 Cataluña;Situación del trimestre anterior;2020T4;-37,5
Total Nacional;09 Cataluña;Situación del trimestre anterior;2020T3;-62,9
Total Nacional;09 Cataluña;Situación del trimestre anterior;2020T2;-34,3
Total Nacional;09 Cataluña;Situación del trimestre anterior;2020T1;8,8
Total Nacional;09 Cataluña;Situación del trimestre anterior;2019T4;6,3
Total Nacional;09 Cataluña;Situación del trimestre anterior;2019T3;11,6
Total Nacional;09 Cataluña;Situación del trimestre anterior;2019T2;5,1
Total Nacional;09 Cataluña;Situación del trimestre anterior;2019T1;11,1
Total Nacional;09 Cataluña;Situación del trimestre anterior;2018T4;8,9
Total Nacional;09 Cataluña;Situación del trimestre anterior;2018T3;15,4
Total Nacional;09 Cataluña;Situación del trimestre anterior;2018T2;10,2
Total Nacional;09 Cataluña;Situación del trimestre anterior;2018T1;9,1
Total Nacional;09 Cataluña;Situación del trimestre anterior;2017T4;15,2
Total Nacional;09 Cataluña;Situación del trimestre anterior;2017T3;20,2
Total Nacional;09 Cataluña;Situación del trimestre anterior;2017T2;13,5
Total Nacional;09 Cataluña;Situación del trimestre anterior;2017T1;15,2
Total Nacional;09 Cataluña;Situación del trimestre anterior;2016T4;12,2
Total Nacional;09 Cataluña;Situación del trimestre anterior;2016T3;12,7
Total Nacional;09 Cataluña;Situación del trimestre anterior;2016T2;8,5
Total Nacional;09 Cataluña;Situación del trimestre anterior;2016T1;8,8
Total Nacional;09 Cataluña;Situación del trimestre anterior;2015T4;12,3
Total Nacional;09 Cataluña;Situación del trimestre anterior;2015T3;10,1
Total Nacional;09 Cataluña;Situación del trimestre anterior;2015T2;3,4
Total Nacional;09 Cataluña;Situación del trimestre anterior;2015T1;-1,9
Total Nacional;09 Cataluña;Situación del trimestre anterior;2014T4;-6,5
Total Nacional;09 Cataluña;Situación del trimestre anterior;2014T3;-2,8
Total Nacional;09 Cataluña;Situación del trimestre anterior;2014T2;-14,8
Total Nacional;09 Cataluña;Situación del trimestre anterior;2014T1;-17,6
Total Nacional;09 Cataluña;Situación del trimestre anterior;2013T4;-22,8
Total Nacional;09 Cataluña;Situación del trimestre anterior;2013T3;-27,9
Total Nacional;09 Cataluña;Situación del trimestre anterior;2013T2;-43,0
Total Nacional;09 Cataluña;Situación del trimestre anterior;2013T1;-45,9
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2023T4;4,0
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2023T3;7,8
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2023T2;8,9
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2023T1;-3,8
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2022T4;-1,6
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2022T3;6,7
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2022T2;-4,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2022T1;-4,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2021T4;4,3
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2021T3;6,0
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2021T2;-9,6
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2021T1;-30,5
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2020T4;-35,3
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2020T3;-46,1
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2020T2;-75,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2020T1;3,4
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2019T4;5,0
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2019T3;11,7
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2019T2;14,8
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2019T1;9,5
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2018T4;12,6
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2018T3;14,8
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2018T2;18,7
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2018T1;11,8
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2017T4;15,4
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2017T3;20,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2017T2;23,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2017T1;10,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2016T4;11,7
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2016T3;13,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2016T2;16,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2016T1;3,9
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2015T4;11,8
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2015T3;12,5
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2015T2;13,8
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2015T1;-2,5
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2014T4;-7,0
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2014T3;-2,0
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2014T2;-0,6
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2014T1;-19,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2013T4;-23,4
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2013T3;-27,2
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2013T2;-33,7
Total Nacional;09 Cataluña;Expectativas del trimestre entrante;2013T1;-47,9
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2023T4;121,9
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2023T3;126,8
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2023T2;123,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2023T1;120,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2022T4;121,7
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2022T3;124,8
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2022T2;113,4
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2022T1;120,5
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2021T4;126,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2021T3;122,9
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2021T2;110,4
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2021T1;108,4
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2020T4;100,7
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2020T3;89,9
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2020T2;90,2
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2020T1;125,7
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2019T4;126,4
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2019T3;128,2
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2019T2;126,9
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2019T1;126,9
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2018T4;128,7
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2018T3;131,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2018T2;131,6
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2018T1;128,1
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2017T4;129,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2017T3;128,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2017T2;126,2
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2017T1;127,2
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2016T4;124,6
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2016T3;122,7
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2016T2;125,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2016T1;122,1
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2015T4;123,4
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2015T3;122,4
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2015T2;122,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2015T1;119,1
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2014T4;115,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2014T3;116,4
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2014T2;110,6
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2014T1;107,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2013T4;107,3
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2013T3;105,6
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2013T2;100,7
Total Nacional;10 Comunitat Valenciana;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2023T4;-1,8
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2023T3;7,8
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2023T2;-3,0
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2023T1;1,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2022T4;3,5
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2022T3;5,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2022T2;-14,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2022T1;-0,2
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2021T4;4,2
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2021T3;-2,5
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2021T2;-26,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2021T1;-22,8
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2020T4;-38,7
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2020T3;-63,0
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2020T2;-33,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2020T1;8,7
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2019T4;4,7
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2019T3;10,3
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2019T2;2,2
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2019T1;9,1
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2018T4;5,0
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2018T3;15,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2018T2;9,7
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2018T1;10,8
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2017T4;5,8
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2017T3;9,0
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2017T2;0,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2017T1;5,7
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2016T4;-0,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2016T3;-0,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2016T2;1,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2016T1;0,7
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2015T4;-3,0
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2015T3;-1,3
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2015T2;-6,2
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2015T1;-4,8
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2014T4;-17,8
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2014T3;-11,2
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2014T2;-24,4
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2014T1;-24,3
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2013T4;-29,3
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2013T3;-27,5
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2013T2;-38,9
Total Nacional;10 Comunitat Valenciana;Situación del trimestre anterior;2013T1;-34,5
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2023T4;-3,4
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2023T3;2,7
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2023T2;2,3
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2023T1;-11,8
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2022T4;-9,4
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2022T3;-1,3
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2022T2;-18,6
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2022T1;-9,5
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2021T4;4,7
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2021T3;0,5
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2021T2;-16,1
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2021T1;-26,1
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2020T4;-35,3
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2020T3;-45,3
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2020T2;-72,1
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2020T1;-1,6
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2019T4;4,5
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2019T3;4,8
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2019T2;8,8
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2019T1;1,8
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2018T4;11,8
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2018T3;9,6
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2018T2;16,3
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2018T1;4,1
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2017T4;13,0
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2017T3;6,4
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2017T2;8,3
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2017T1;6,0
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2016T4;3,9
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2016T3;-2,5
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2016T2;4,3
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2016T1;-5,5
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2015T4;2,4
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2015T3;-2,3
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2015T2;2,4
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2015T1;-9,7
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2014T4;-8,9
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2014T3;-11,8
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2014T2;-17,6
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2014T1;-28,2
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2013T4;-23,1
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2013T3;-30,5
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2013T2;-35,1
Total Nacional;10 Comunitat Valenciana;Expectativas del trimestre entrante;2013T1;-41,7
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2023T4;135,2
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2023T3;136,7
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2023T2;130,0
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2023T1;125,3
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2022T4;124,0
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2022T3;125,1
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2022T2;118,0
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2022T1;130,0
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2021T4;132,3
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2021T3;130,7
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2021T2;119,1
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2021T1;111,4
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2020T4;112,1
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2020T3;103,5
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2020T2;94,5
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2020T1;134,4
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2019T4;132,1
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2019T3;141,3
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2019T2;136,8
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2019T1;132,4
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2018T4;136,4
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2018T3;140,2
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2018T2;137,9
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2018T1;137,2
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2017T4;138,0
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2017T3;137,0
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2017T2;127,6
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2017T1;128,0
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2016T4;129,2
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2016T3;126,9
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2016T2;125,5
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2016T1;124,5
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2015T4;126,2
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2015T3;126,8
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2015T2;122,9
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2015T1;118,3
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2014T4;122,1
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2014T3;117,2
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2014T2;114,4
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2014T1;111,7
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2013T4;107,3
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2013T3;105,6
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2013T2;96,2
Total Nacional;11 Extremadura;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;11 Extremadura;Situación del trimestre anterior;2023T4;0,9
Total Nacional;11 Extremadura;Situación del trimestre anterior;2023T3;6,7
Total Nacional;11 Extremadura;Situación del trimestre anterior;2023T2;-10,9
Total Nacional;11 Extremadura;Situación del trimestre anterior;2023T1;-7,3
Total Nacional;11 Extremadura;Situación del trimestre anterior;2022T4;-14,1
Total Nacional;11 Extremadura;Situación del trimestre anterior;2022T3;-13,0
Total Nacional;11 Extremadura;Situación del trimestre anterior;2022T2;-24,6
Total Nacional;11 Extremadura;Situación del trimestre anterior;2022T1;-1,5
Total Nacional;11 Extremadura;Situación del trimestre anterior;2021T4;-4,0
Total Nacional;11 Extremadura;Situación del trimestre anterior;2021T3;-9,4
Total Nacional;11 Extremadura;Situación del trimestre anterior;2021T2;-30,1
Total Nacional;11 Extremadura;Situación del trimestre anterior;2021T1;-31,6
Total Nacional;11 Extremadura;Situación del trimestre anterior;2020T4;-31,2
Total Nacional;11 Extremadura;Situación del trimestre anterior;2020T3;-58,3
Total Nacional;11 Extremadura;Situación del trimestre anterior;2020T2;-46,4
Total Nacional;11 Extremadura;Situación del trimestre anterior;2020T1;5,8
Total Nacional;11 Extremadura;Situación del trimestre anterior;2019T4;-3,7
Total Nacional;11 Extremadura;Situación del trimestre anterior;2019T3;7,9
Total Nacional;11 Extremadura;Situación del trimestre anterior;2019T2;-5,5
Total Nacional;11 Extremadura;Situación del trimestre anterior;2019T1;2,8
Total Nacional;11 Extremadura;Situación del trimestre anterior;2018T4;2,4
Total Nacional;11 Extremadura;Situación del trimestre anterior;2018T3;6,3
Total Nacional;11 Extremadura;Situación del trimestre anterior;2018T2;-6,6
Total Nacional;11 Extremadura;Situación del trimestre anterior;2018T1;8,8
Total Nacional;11 Extremadura;Situación del trimestre anterior;2017T4;5,1
Total Nacional;11 Extremadura;Situación del trimestre anterior;2017T3;2,2
Total Nacional;11 Extremadura;Situación del trimestre anterior;2017T2;-18,3
Total Nacional;11 Extremadura;Situación del trimestre anterior;2017T1;-6,6
Total Nacional;11 Extremadura;Situación del trimestre anterior;2016T4;-8,2
Total Nacional;11 Extremadura;Situación del trimestre anterior;2016T3;-12,8
Total Nacional;11 Extremadura;Situación del trimestre anterior;2016T2;-18,8
Total Nacional;11 Extremadura;Situación del trimestre anterior;2016T1;-9,6
Total Nacional;11 Extremadura;Situación del trimestre anterior;2015T4;-9,9
Total Nacional;11 Extremadura;Situación del trimestre anterior;2015T3;-14,1
Total Nacional;11 Extremadura;Situación del trimestre anterior;2015T2;-22,7
Total Nacional;11 Extremadura;Situación del trimestre anterior;2015T1;-17,8
Total Nacional;11 Extremadura;Situación del trimestre anterior;2014T4;-17,0
Total Nacional;11 Extremadura;Situación del trimestre anterior;2014T3;-28,1
Total Nacional;11 Extremadura;Situación del trimestre anterior;2014T2;-38,2
Total Nacional;11 Extremadura;Situación del trimestre anterior;2014T1;-29,9
Total Nacional;11 Extremadura;Situación del trimestre anterior;2013T4;-39,2
Total Nacional;11 Extremadura;Situación del trimestre anterior;2013T3;-47,0
Total Nacional;11 Extremadura;Situación del trimestre anterior;2013T2;-61,5
Total Nacional;11 Extremadura;Situación del trimestre anterior;2013T1;-48,4
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2023T4;0,2
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2023T3;-0,9
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2023T2;-3,2
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2023T1;-20,6
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2022T4;-17,8
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2022T3;-15,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2022T2;-25,2
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2022T1;-12,5
