Total Nacional;Comunidades y Ciudades Autónomas;Principales indicadores;Periodo;Total
Total Nacional;16 País Vasco;Situación del trimestre anterior;2022T4;-5,5
Total Nacional;16 País Vasco;Situación del trimestre anterior;2022T3;5,8
Total Nacional;16 País Vasco;Situación del trimestre anterior;2022T2;-12,7
Total Nacional;16 País Vasco;Situación del trimestre anterior;2022T1;0,3
Total Nacional;16 País Vasco;Situación del trimestre anterior;2021T4;-2,7
Total Nacional;16 País Vasco;Situación del trimestre anterior;2021T3;0,9
Total Nacional;16 País Vasco;Situación del trimestre anterior;2021T2;-21,7
Total Nacional;16 País Vasco;Situación del trimestre anterior;2021T1;-30,1
Total Nacional;16 País Vasco;Situación del trimestre anterior;2020T4;-45,7
Total Nacional;16 País Vasco;Situación del trimestre anterior;2020T3;-57,8
Total Nacional;16 País Vasco;Situación del trimestre anterior;2020T2;-22,7
Total Nacional;16 País Vasco;Situación del trimestre anterior;2020T1;1,0
Total Nacional;16 País Vasco;Situación del trimestre anterior;2019T4;-3,1
Total Nacional;16 País Vasco;Situación del trimestre anterior;2019T3;12,5
Total Nacional;16 País Vasco;Situación del trimestre anterior;2019T2;-0,3
Total Nacional;16 País Vasco;Situación del trimestre anterior;2019T1;7,1
Total Nacional;16 País Vasco;Situación del trimestre anterior;2018T4;7,4
Total Nacional;16 País Vasco;Situación del trimestre anterior;2018T3;13,5
Total Nacional;16 País Vasco;Situación del trimestre anterior;2018T2;4,5
Total Nacional;16 País Vasco;Situación del trimestre anterior;2018T1;9,4
Total Nacional;16 País Vasco;Situación del trimestre anterior;2017T4;2,3
Total Nacional;16 País Vasco;Situación del trimestre anterior;2017T3;10,2
Total Nacional;16 País Vasco;Situación del trimestre anterior;2017T2;2,9
Total Nacional;16 País Vasco;Situación del trimestre anterior;2017T1;4,6
Total Nacional;16 País Vasco;Situación del trimestre anterior;2016T4;-1,8
Total Nacional;16 País Vasco;Situación del trimestre anterior;2016T3;2,6
Total Nacional;16 País Vasco;Situación del trimestre anterior;2016T2;-10,7
Total Nacional;16 País Vasco;Situación del trimestre anterior;2016T1;0,3
Total Nacional;16 País Vasco;Situación del trimestre anterior;2015T4;-3,4
Total Nacional;16 País Vasco;Situación del trimestre anterior;2015T3;-2,6
Total Nacional;16 País Vasco;Situación del trimestre anterior;2015T2;-11,8
Total Nacional;16 País Vasco;Situación del trimestre anterior;2015T1;-10,6
Total Nacional;16 País Vasco;Situación del trimestre anterior;2014T4;-11,8
Total Nacional;16 País Vasco;Situación del trimestre anterior;2014T3;-9,6
Total Nacional;16 País Vasco;Situación del trimestre anterior;2014T2;-30,7
Total Nacional;16 País Vasco;Situación del trimestre anterior;2014T1;-24,7
Total Nacional;16 País Vasco;Situación del trimestre anterior;2013T4;-29,4
Total Nacional;16 País Vasco;Situación del trimestre anterior;2013T3;-38,6
Total Nacional;16 País Vasco;Situación del trimestre anterior;2013T2;-44,6
Total Nacional;16 País Vasco;Situación del trimestre anterior;2013T1;-41,4
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2023T4;4,2
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2023T3;6,5
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2023T2;0,8
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2023T1;1,1
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2022T4;-8,4
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2022T3;-2,9
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2022T2;-11,8
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2022T1;-8,6
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2021T4;3,1
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2021T3;5,0
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2021T2;-17,5
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2021T1;-31,7
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2020T4;-41,0
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2020T3;-49,1
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2020T2;-71,1
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2020T1;2,8
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2019T4;3,7
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2019T3;9,4
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2019T2;6,1
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2019T1;-0,6
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2018T4;8,3
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2018T3;9,0
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2018T2;14,6
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2018T1;5,7
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2017T4;5,7
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2017T3;8,2
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2017T2;8,0
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2017T1;-2,3
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2016T4;-1,8
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2016T3;-2,4
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2016T2;-1,9
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2016T1;-0,9
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2015T4;-1,7
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2015T3;-1,1
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2015T2;0,3
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2015T1;-14,0
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2014T4;-8,1
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2014T3;-8,7
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2014T2;-21,7
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2014T1;-32,6
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2013T4;-28,4
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2013T3;-37,5
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2013T2;-34,3
Total Nacional;16 País Vasco;Expectativas del trimestre entrante;2013T1;-51,0
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2023T4;127,0
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2023T3;131,4
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2023T2;125,5
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2023T1;122,0
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2022T4;122,2
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2022T3;124,9
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2022T2;114,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2022T1;122,0
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2021T4;126,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2021T3;125,3
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2021T2;107,4
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2021T1;103,7
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2020T4;103,0
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2020T3;94,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2020T2;91,9
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2020T1;126,3
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2019T4;130,0
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2019T3;131,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2019T2;130,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2019T1;130,1
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2018T4;132,9
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2018T3;131,4
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2018T2;132,6
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2018T1;132,5
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2017T4;131,9
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2017T3;132,9
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2017T2;130,7
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2017T1;127,7
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2016T4;129,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2016T3;126,7
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2016T2;126,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2016T1;126,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2015T4;130,6
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2015T3;130,1
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2015T2;127,6
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2015T1;123,9
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2014T4;121,9
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2014T3;123,5
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2014T2;118,2
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2014T1;112,9
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2013T4;115,3
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2013T3;110,8
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2013T2;102,4
Total Nacional;17 Rioja, La;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2023T4;-6,4
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2023T3;-3,4
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2023T2;-13,6
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2023T1;-9,4
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2022T4;-8,3
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2022T3;-9,0
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2022T2;-23,4
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2022T1;-10,3
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2021T4;-6,8
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2021T3;-15,7
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2021T2;-40,8
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2021T1;-41,4
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2020T4;-42,9
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2020T3;-64,2
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2020T2;-42,7
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2020T1;-4,0
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2019T4;-2,4
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2019T3;-2,1
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2019T2;-6,3
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2019T1;0,6
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2018T4;0,0
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2018T3;-4,7
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2018T2;-5,5
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2018T1;4,9
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2017T4;-0,6
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2017T3;2,1
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2017T2;-7,2
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2017T1;-2,1
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2016T4;-4,6
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2016T3;-8,2
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2016T2;-12,6
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2016T1;-3,9
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2015T4;-2,1
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2015T3;-4,3
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2015T2;-13,7
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2015T1;-10,2
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2014T4;-14,7
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2014T3;-15,7
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2014T2;-27,5
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2014T1;-26,8
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2013T4;-23,8
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2013T3;-31,5
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2013T2;-49,6
Total Nacional;17 Rioja, La;Situación del trimestre anterior;2013T1;-46,1
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2023T4;-10,5
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2023T3;-0,2
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2023T2;-7,6
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2023T1;-22,3
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2022T4;-22,6
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2022T3;-14,1
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2022T2;-30,1
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2022T1;-21,4
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2021T4;-10,5
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2021T3;-6,0
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2021T2;-35,1
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2021T1;-45,7
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2020T4;-46,4
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2020T3;-49,3
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2020T2;-77,8
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2020T1;-14,9
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2019T4;-5,4
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2019T3;-0,2
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2019T2;0,9
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2019T1;-7,9
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2018T4;1,0
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2018T3;1,2
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2018T2;5,8
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2018T1;-4,9
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2017T4;-1,4
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2017T3;-1,0
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2017T2;1,5
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2017T1;-12,5
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2016T4;-3,9
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2016T3;-9,5
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2016T2;-4,6
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2016T1;-13,5
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2015T4;-3,9
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2015T3;-3,2
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2015T2;-1,1
Total Nacional;17 Rioja, La;Expectativas del trimestre entrante;2015T1;-16,0
