Provincias;Clase de disolución;Periodo;Total
21 Huelva;Voluntaria;2020M07;8
21 Huelva;Voluntaria;2020M06;2
21 Huelva;Voluntaria;2020M05;3
21 Huelva;Voluntaria;2020M04;4
21 Huelva;Voluntaria;2020M03;6
21 Huelva;Voluntaria;2020M02;18
21 Huelva;Voluntaria;2020M01;20
21 Huelva;Voluntaria;2019M12;18
21 Huelva;Voluntaria;2019M11;7
21 Huelva;Voluntaria;2019M10;13
21 Huelva;Voluntaria;2019M09;4
21 Huelva;Voluntaria;2019M08;7
21 Huelva;Voluntaria;2019M07;8
21 Huelva;Voluntaria;2019M06;6
21 Huelva;Voluntaria;2019M05;8
21 Huelva;Voluntaria;2019M04;12
21 Huelva;Voluntaria;2019M03;9
21 Huelva;Voluntaria;2019M02;18
21 Huelva;Voluntaria;2019M01;21
21 Huelva;Voluntaria;2018M12;22
21 Huelva;Voluntaria;2018M11;9
21 Huelva;Voluntaria;2018M10;6
21 Huelva;Voluntaria;2018M09;4
21 Huelva;Voluntaria;2018M08;7
21 Huelva;Voluntaria;2018M07;2
21 Huelva;Voluntaria;2018M06;5
21 Huelva;Voluntaria;2018M05;6
21 Huelva;Voluntaria;2018M04;9
21 Huelva;Voluntaria;2018M03;11
21 Huelva;Voluntaria;2018M02;7
21 Huelva;Voluntaria;2018M01;18
21 Huelva;Voluntaria;2017M12;9
21 Huelva;Voluntaria;2017M11;18
21 Huelva;Voluntaria;2017M10;8
21 Huelva;Voluntaria;2017M09;5
21 Huelva;Voluntaria;2017M08;10
21 Huelva;Voluntaria;2017M07;4
21 Huelva;Voluntaria;2017M06;14
21 Huelva;Voluntaria;2017M05;8
21 Huelva;Voluntaria;2017M04;7
21 Huelva;Voluntaria;2017M03;19
21 Huelva;Voluntaria;2017M02;14
21 Huelva;Voluntaria;2017M01;16
21 Huelva;Voluntaria;2016M12;25
21 Huelva;Voluntaria;2016M11;9
21 Huelva;Voluntaria;2016M10;6
21 Huelva;Voluntaria;2016M09;7
21 Huelva;Voluntaria;2016M08;7
21 Huelva;Voluntaria;2016M07;1
21 Huelva;Voluntaria;2016M06;10
21 Huelva;Voluntaria;2016M05;6
21 Huelva;Voluntaria;2016M04;8
21 Huelva;Voluntaria;2016M03;14
21 Huelva;Voluntaria;2016M02;2
21 Huelva;Voluntaria;2016M01;25
21 Huelva;Voluntaria;2015M12;16
21 Huelva;Voluntaria;2015M11;12
21 Huelva;Voluntaria;2015M10;9
21 Huelva;Voluntaria;2015M09;2
21 Huelva;Voluntaria;2015M08;8
21 Huelva;Voluntaria;2015M07;6
21 Huelva;Voluntaria;2015M06;9
21 Huelva;Voluntaria;2015M05;8
21 Huelva;Voluntaria;2015M04;7
21 Huelva;Voluntaria;2015M03;7
21 Huelva;Voluntaria;2015M02;7
21 Huelva;Voluntaria;2015M01;12
21 Huelva;Voluntaria;2014M12;15
21 Huelva;Voluntaria;2014M11;17
21 Huelva;Voluntaria;2014M10;6
21 Huelva;Voluntaria;2014M09;6
21 Huelva;Voluntaria;2014M08;7
21 Huelva;Voluntaria;2014M07;5
21 Huelva;Voluntaria;2014M06;6
21 Huelva;Voluntaria;2014M05;9
21 Huelva;Voluntaria;2014M04;9
21 Huelva;Voluntaria;2014M03;9
21 Huelva;Voluntaria;2014M02;15
21 Huelva;Voluntaria;2014M01;47
21 Huelva;Voluntaria;2013M12;9
21 Huelva;Voluntaria;2013M11;11
21 Huelva;Voluntaria;2013M10;7
21 Huelva;Voluntaria;2013M09;6
21 Huelva;Voluntaria;2013M08;7
21 Huelva;Voluntaria;2013M07;9
21 Huelva;Voluntaria;2013M06;6
21 Huelva;Voluntaria;2013M05;17
21 Huelva;Voluntaria;2013M04;11
21 Huelva;Voluntaria;2013M03;5
21 Huelva;Voluntaria;2013M02;19
21 Huelva;Voluntaria;2013M01;18
21 Huelva;Voluntaria;2012M12;17
21 Huelva;Voluntaria;2012M11;15
21 Huelva;Voluntaria;2012M10;13
21 Huelva;Voluntaria;2012M09;11
21 Huelva;Voluntaria;2012M08;8
21 Huelva;Voluntaria;2012M07;11
21 Huelva;Voluntaria;2012M06;11
21 Huelva;Voluntaria;2012M05;15
21 Huelva;Voluntaria;2012M04;6
21 Huelva;Voluntaria;2012M03;13
21 Huelva;Voluntaria;2012M02;13
21 Huelva;Voluntaria;2012M01;28
21 Huelva;Por fusión;2022M12;0
21 Huelva;Por fusión;2022M11;1
21 Huelva;Por fusión;2022M10;1
21 Huelva;Por fusión;2022M09;0
21 Huelva;Por fusión;2022M08;1
21 Huelva;Por fusión;2022M07;0
21 Huelva;Por fusión;2022M06;0
21 Huelva;Por fusión;2022M05;0
21 Huelva;Por fusión;2022M04;0
21 Huelva;Por fusión;2022M03;1
21 Huelva;Por fusión;2022M02;1
21 Huelva;Por fusión;2022M01;3
21 Huelva;Por fusión;2021M12;2
21 Huelva;Por fusión;2021M11;2
21 Huelva;Por fusión;2021M10;0
21 Huelva;Por fusión;2021M09;0
21 Huelva;Por fusión;2021M08;0
21 Huelva;Por fusión;2021M07;0
21 Huelva;Por fusión;2021M06;0
21 Huelva;Por fusión;2021M05;2
21 Huelva;Por fusión;2021M04;0
21 Huelva;Por fusión;2021M03;0
21 Huelva;Por fusión;2021M02;2
21 Huelva;Por fusión;2021M01;0
21 Huelva;Por fusión;2020M12;1
21 Huelva;Por fusión;2020M11;0
21 Huelva;Por fusión;2020M10;0
21 Huelva;Por fusión;2020M09;0
21 Huelva;Por fusión;2020M08;1
21 Huelva;Por fusión;2020M07;0
21 Huelva;Por fusión;2020M06;0
21 Huelva;Por fusión;2020M05;0
21 Huelva;Por fusión;2020M04;0
21 Huelva;Por fusión;2020M03;0
21 Huelva;Por fusión;2020M02;3
21 Huelva;Por fusión;2020M01;0
21 Huelva;Por fusión;2019M12;1
21 Huelva;Por fusión;2019M11;0
21 Huelva;Por fusión;2019M10;2
21 Huelva;Por fusión;2019M09;1
21 Huelva;Por fusión;2019M08;0
21 Huelva;Por fusión;2019M07;1
21 Huelva;Por fusión;2019M06;4
21 Huelva;Por fusión;2019M05;0
21 Huelva;Por fusión;2019M04;0
21 Huelva;Por fusión;2019M03;0
21 Huelva;Por fusión;2019M02;0
21 Huelva;Por fusión;2019M01;0
21 Huelva;Por fusión;2018M12;2
21 Huelva;Por fusión;2018M11;5
21 Huelva;Por fusión;2018M10;1
21 Huelva;Por fusión;2018M09;0
21 Huelva;Por fusión;2018M08;0
21 Huelva;Por fusión;2018M07;2
21 Huelva;Por fusión;2018M06;2
21 Huelva;Por fusión;2018M05;1
21 Huelva;Por fusión;2018M04;1
21 Huelva;Por fusión;2018M03;2
21 Huelva;Por fusión;2018M02;2
21 Huelva;Por fusión;2018M01;1
21 Huelva;Por fusión;2017M12;0
21 Huelva;Por fusión;2017M11;5
21 Huelva;Por fusión;2017M10;1
21 Huelva;Por fusión;2017M09;0
21 Huelva;Por fusión;2017M08;0
21 Huelva;Por fusión;2017M07;0
21 Huelva;Por fusión;2017M06;0
21 Huelva;Por fusión;2017M05;0
21 Huelva;Por fusión;2017M04;0
21 Huelva;Por fusión;2017M03;0
21 Huelva;Por fusión;2017M02;2
21 Huelva;Por fusión;2017M01;0
21 Huelva;Por fusión;2016M12;1
21 Huelva;Por fusión;2016M11;0
21 Huelva;Por fusión;2016M10;3
21 Huelva;Por fusión;2016M09;0
21 Huelva;Por fusión;2016M08;0
21 Huelva;Por fusión;2016M07;0
21 Huelva;Por fusión;2016M06;0
21 Huelva;Por fusión;2016M05;1
21 Huelva;Por fusión;2016M04;1
21 Huelva;Por fusión;2016M03;0
21 Huelva;Por fusión;2016M02;0
21 Huelva;Por fusión;2016M01;1
21 Huelva;Por fusión;2015M12;0
21 Huelva;Por fusión;2015M11;0
21 Huelva;Por fusión;2015M10;0
21 Huelva;Por fusión;2015M09;0
21 Huelva;Por fusión;2015M08;1
21 Huelva;Por fusión;2015M07;0
21 Huelva;Por fusión;2015M06;0
21 Huelva;Por fusión;2015M05;0
21 Huelva;Por fusión;2015M04;0
21 Huelva;Por fusión;2015M03;1
21 Huelva;Por fusión;2015M02;1
21 Huelva;Por fusión;2015M01;0
21 Huelva;Por fusión;2014M12;0
21 Huelva;Por fusión;2014M11;3
21 Huelva;Por fusión;2014M10;1
21 Huelva;Por fusión;2014M09;1
21 Huelva;Por fusión;2014M08;0
21 Huelva;Por fusión;2014M07;7
21 Huelva;Por fusión;2014M06;0
21 Huelva;Por fusión;2014M05;0
21 Huelva;Por fusión;2014M04;0
21 Huelva;Por fusión;2014M03;1
21 Huelva;Por fusión;2014M02;0
21 Huelva;Por fusión;2014M01;0
21 Huelva;Por fusión;2013M12;6
21 Huelva;Por fusión;2013M11;0
21 Huelva;Por fusión;2013M10;0
21 Huelva;Por fusión;2013M09;0
21 Huelva;Por fusión;2013M08;1
21 Huelva;Por fusión;2013M07;0
21 Huelva;Por fusión;2013M06;0
21 Huelva;Por fusión;2013M05;1
21 Huelva;Por fusión;2013M04;0
21 Huelva;Por fusión;2013M03;0
21 Huelva;Por fusión;2013M02;2
21 Huelva;Por fusión;2013M01;1
21 Huelva;Por fusión;2012M12;1
21 Huelva;Por fusión;2012M11;0
21 Huelva;Por fusión;2012M10;1
21 Huelva;Por fusión;2012M09;4
21 Huelva;Por fusión;2012M08;1
21 Huelva;Por fusión;2012M07;0
21 Huelva;Por fusión;2012M06;0
21 Huelva;Por fusión;2012M05;1
21 Huelva;Por fusión;2012M04;2
21 Huelva;Por fusión;2012M03;1
21 Huelva;Por fusión;2012M02;0
21 Huelva;Por fusión;2012M01;0
21 Huelva;Otras;2022M12;1
21 Huelva;Otras;2022M11;7
21 Huelva;Otras;2022M10;2
21 Huelva;Otras;2022M09;1
21 Huelva;Otras;2022M08;1
21 Huelva;Otras;2022M07;3
21 Huelva;Otras;2022M06;5
21 Huelva;Otras;2022M05;1
21 Huelva;Otras;2022M04;2
21 Huelva;Otras;2022M03;1
21 Huelva;Otras;2022M02;2
21 Huelva;Otras;2022M01;1
21 Huelva;Otras;2021M12;1
21 Huelva;Otras;2021M11;2
21 Huelva;Otras;2021M10;2
21 Huelva;Otras;2021M09;1
21 Huelva;Otras;2021M08;2
21 Huelva;Otras;2021M07;1
21 Huelva;Otras;2021M06;0
21 Huelva;Otras;2021M05;1
21 Huelva;Otras;2021M04;4
21 Huelva;Otras;2021M03;2
21 Huelva;Otras;2021M02;2
21 Huelva;Otras;2021M01;1
21 Huelva;Otras;2020M12;1
21 Huelva;Otras;2020M11;3
21 Huelva;Otras;2020M10;2
21 Huelva;Otras;2020M09;0
21 Huelva;Otras;2020M08;0
21 Huelva;Otras;2020M07;3
21 Huelva;Otras;2020M06;0
21 Huelva;Otras;2020M05;0
21 Huelva;Otras;2020M04;0
21 Huelva;Otras;2020M03;0
21 Huelva;Otras;2020M02;2
21 Huelva;Otras;2020M01;0
21 Huelva;Otras;2019M12;1
21 Huelva;Otras;2019M11;0
21 Huelva;Otras;2019M10;5
21 Huelva;Otras;2019M09;0
21 Huelva;Otras;2019M08;0
21 Huelva;Otras;2019M07;2
21 Huelva;Otras;2019M06;1
21 Huelva;Otras;2019M05;1
21 Huelva;Otras;2019M04;1
21 Huelva;Otras;2019M03;1
21 Huelva;Otras;2019M02;0
21 Huelva;Otras;2019M01;3
21 Huelva;Otras;2018M12;1
21 Huelva;Otras;2018M11;0
21 Huelva;Otras;2018M10;0
21 Huelva;Otras;2018M09;2
21 Huelva;Otras;2018M08;0
21 Huelva;Otras;2018M07;1
21 Huelva;Otras;2018M06;2
21 Huelva;Otras;2018M05;1
21 Huelva;Otras;2018M04;3
21 Huelva;Otras;2018M03;1
21 Huelva;Otras;2018M02;2
21 Huelva;Otras;2018M01;0
21 Huelva;Otras;2017M12;2
21 Huelva;Otras;2017M11;3
21 Huelva;Otras;2017M10;7
21 Huelva;Otras;2017M09;1
21 Huelva;Otras;2017M08;1
21 Huelva;Otras;2017M07;0
21 Huelva;Otras;2017M06;3
21 Huelva;Otras;2017M05;1
21 Huelva;Otras;2017M04;4
21 Huelva;Otras;2017M03;2
21 Huelva;Otras;2017M02;1
21 Huelva;Otras;2017M01;0
21 Huelva;Otras;2016M12;1
21 Huelva;Otras;2016M11;3
21 Huelva;Otras;2016M10;4
21 Huelva;Otras;2016M09;2
21 Huelva;Otras;2016M08;1
21 Huelva;Otras;2016M07;2
21 Huelva;Otras;2016M06;4
21 Huelva;Otras;2016M05;3
21 Huelva;Otras;2016M04;4
21 Huelva;Otras;2016M03;1
21 Huelva;Otras;2016M02;3
21 Huelva;Otras;2016M01;2
21 Huelva;Otras;2015M12;2
21 Huelva;Otras;2015M11;0
21 Huelva;Otras;2015M10;2
21 Huelva;Otras;2015M09;2
21 Huelva;Otras;2015M08;0
21 Huelva;Otras;2015M07;4
21 Huelva;Otras;2015M06;2
21 Huelva;Otras;2015M05;2
21 Huelva;Otras;2015M04;2
21 Huelva;Otras;2015M03;0
21 Huelva;Otras;2015M02;1
21 Huelva;Otras;2015M01;9
21 Huelva;Otras;2014M12;1
21 Huelva;Otras;2014M11;0
21 Huelva;Otras;2014M10;0
21 Huelva;Otras;2014M09;2
21 Huelva;Otras;2014M08;3
21 Huelva;Otras;2014M07;8
21 Huelva;Otras;2014M06;0
21 Huelva;Otras;2014M05;4
21 Huelva;Otras;2014M04;1
21 Huelva;Otras;2014M03;3
21 Huelva;Otras;2014M02;2
21 Huelva;Otras;2014M01;3
21 Huelva;Otras;2013M12;2
21 Huelva;Otras;2013M11;5
21 Huelva;Otras;2013M10;4
21 Huelva;Otras;2013M09;0
21 Huelva;Otras;2013M08;0
21 Huelva;Otras;2013M07;2
21 Huelva;Otras;2013M06;4
21 Huelva;Otras;2013M05;1
21 Huelva;Otras;2013M04;4
21 Huelva;Otras;2013M03;3
21 Huelva;Otras;2013M02;1
21 Huelva;Otras;2013M01;1
21 Huelva;Otras;2012M12;0
21 Huelva;Otras;2012M11;1
21 Huelva;Otras;2012M10;5
21 Huelva;Otras;2012M09;0
21 Huelva;Otras;2012M08;0
21 Huelva;Otras;2012M07;1
21 Huelva;Otras;2012M06;8
21 Huelva;Otras;2012M05;1
21 Huelva;Otras;2012M04;1
21 Huelva;Otras;2012M03;1
21 Huelva;Otras;2012M02;1
21 Huelva;Otras;2012M01;1
22 Huesca;Voluntaria;2022M12;17
22 Huesca;Voluntaria;2022M11;9
22 Huesca;Voluntaria;2022M10;3
22 Huesca;Voluntaria;2022M09;6
22 Huesca;Voluntaria;2022M08;4
22 Huesca;Voluntaria;2022M07;5
22 Huesca;Voluntaria;2022M06;11
22 Huesca;Voluntaria;2022M05;2
22 Huesca;Voluntaria;2022M04;3
22 Huesca;Voluntaria;2022M03;8
22 Huesca;Voluntaria;2022M02;23
22 Huesca;Voluntaria;2022M01;6
22 Huesca;Voluntaria;2021M12;25
22 Huesca;Voluntaria;2021M11;8
22 Huesca;Voluntaria;2021M10;3
22 Huesca;Voluntaria;2021M09;4
22 Huesca;Voluntaria;2021M08;8
22 Huesca;Voluntaria;2021M07;3
22 Huesca;Voluntaria;2021M06;6
22 Huesca;Voluntaria;2021M05;10
22 Huesca;Voluntaria;2021M04;5
22 Huesca;Voluntaria;2021M03;8
22 Huesca;Voluntaria;2021M02;15
22 Huesca;Voluntaria;2021M01;6
22 Huesca;Voluntaria;2020M12;17
22 Huesca;Voluntaria;2020M11;18
22 Huesca;Voluntaria;2020M10;4
22 Huesca;Voluntaria;2020M09;11
22 Huesca;Voluntaria;2020M08;4
22 Huesca;Voluntaria;2020M07;2
22 Huesca;Voluntaria;2020M06;8
22 Huesca;Voluntaria;2020M05;3
22 Huesca;Voluntaria;2020M04;1
22 Huesca;Voluntaria;2020M03;5
22 Huesca;Voluntaria;2020M02;18
22 Huesca;Voluntaria;2020M01;12
22 Huesca;Voluntaria;2019M12;23
22 Huesca;Voluntaria;2019M11;4
22 Huesca;Voluntaria;2019M10;6
22 Huesca;Voluntaria;2019M09;6
22 Huesca;Voluntaria;2019M08;6
22 Huesca;Voluntaria;2019M07;3
22 Huesca;Voluntaria;2019M06;1
22 Huesca;Voluntaria;2019M05;6
22 Huesca;Voluntaria;2019M04;12
22 Huesca;Voluntaria;2019M03;7
22 Huesca;Voluntaria;2019M02;10
22 Huesca;Voluntaria;2019M01;11
22 Huesca;Voluntaria;2018M12;27
22 Huesca;Voluntaria;2018M11;6
22 Huesca;Voluntaria;2018M10;4
22 Huesca;Voluntaria;2018M09;2
22 Huesca;Voluntaria;2018M08;4
22 Huesca;Voluntaria;2018M07;4
22 Huesca;Voluntaria;2018M06;2
22 Huesca;Voluntaria;2018M05;7
22 Huesca;Voluntaria;2018M04;12
22 Huesca;Voluntaria;2018M03;6
22 Huesca;Voluntaria;2018M02;16
22 Huesca;Voluntaria;2018M01;22
22 Huesca;Voluntaria;2017M12;9
22 Huesca;Voluntaria;2017M11;5
22 Huesca;Voluntaria;2017M10;10
22 Huesca;Voluntaria;2017M09;2
22 Huesca;Voluntaria;2017M08;10
22 Huesca;Voluntaria;2017M07;5
22 Huesca;Voluntaria;2017M06;3
22 Huesca;Voluntaria;2017M05;11
22 Huesca;Voluntaria;2017M04;2
22 Huesca;Voluntaria;2017M03;12
22 Huesca;Voluntaria;2017M02;17
22 Huesca;Voluntaria;2017M01;20
22 Huesca;Voluntaria;2016M12;11
22 Huesca;Voluntaria;2016M11;12
22 Huesca;Voluntaria;2016M10;0
22 Huesca;Voluntaria;2016M09;2
22 Huesca;Voluntaria;2016M08;3
22 Huesca;Voluntaria;2016M07;1
22 Huesca;Voluntaria;2016M06;10
22 Huesca;Voluntaria;2016M05;6
22 Huesca;Voluntaria;2016M04;2
22 Huesca;Voluntaria;2016M03;8
22 Huesca;Voluntaria;2016M02;16
22 Huesca;Voluntaria;2016M01;7
22 Huesca;Voluntaria;2015M12;21
22 Huesca;Voluntaria;2015M11;10
22 Huesca;Voluntaria;2015M10;7
22 Huesca;Voluntaria;2015M09;3
22 Huesca;Voluntaria;2015M08;7
22 Huesca;Voluntaria;2015M07;8
22 Huesca;Voluntaria;2015M06;4
22 Huesca;Voluntaria;2015M05;4
22 Huesca;Voluntaria;2015M04;7
22 Huesca;Voluntaria;2015M03;7
22 Huesca;Voluntaria;2015M02;10
22 Huesca;Voluntaria;2015M01;17
22 Huesca;Voluntaria;2014M12;2
22 Huesca;Voluntaria;2014M11;3
22 Huesca;Voluntaria;2014M10;4
22 Huesca;Voluntaria;2014M09;5
22 Huesca;Voluntaria;2014M08;5
22 Huesca;Voluntaria;2014M07;2
22 Huesca;Voluntaria;2014M06;2
22 Huesca;Voluntaria;2014M05;4
22 Huesca;Voluntaria;2014M04;3
22 Huesca;Voluntaria;2014M03;7
22 Huesca;Voluntaria;2014M02;13
22 Huesca;Voluntaria;2014M01;16
22 Huesca;Voluntaria;2013M12;20
22 Huesca;Voluntaria;2013M11;8
22 Huesca;Voluntaria;2013M10;5
22 Huesca;Voluntaria;2013M09;7
22 Huesca;Voluntaria;2013M08;5
22 Huesca;Voluntaria;2013M07;5
22 Huesca;Voluntaria;2013M06;3
22 Huesca;Voluntaria;2013M05;11
22 Huesca;Voluntaria;2013M04;7
22 Huesca;Voluntaria;2013M03;10
22 Huesca;Voluntaria;2013M02;11
22 Huesca;Voluntaria;2013M01;13
22 Huesca;Voluntaria;2012M12;14
22 Huesca;Voluntaria;2012M11;2
22 Huesca;Voluntaria;2012M10;5
22 Huesca;Voluntaria;2012M09;6
22 Huesca;Voluntaria;2012M08;2
22 Huesca;Voluntaria;2012M07;3
22 Huesca;Voluntaria;2012M06;9
22 Huesca;Voluntaria;2012M05;4
22 Huesca;Voluntaria;2012M04;9
22 Huesca;Voluntaria;2012M03;15
22 Huesca;Voluntaria;2012M02;14
22 Huesca;Voluntaria;2012M01;15
22 Huesca;Por fusión;2022M12;1
22 Huesca;Por fusión;2022M11;1
22 Huesca;Por fusión;2022M10;0
22 Huesca;Por fusión;2022M09;0
22 Huesca;Por fusión;2022M08;1
22 Huesca;Por fusión;2022M07;0
22 Huesca;Por fusión;2022M06;5
22 Huesca;Por fusión;2022M05;3
22 Huesca;Por fusión;2022M04;1
22 Huesca;Por fusión;2022M03;3
22 Huesca;Por fusión;2022M02;2
22 Huesca;Por fusión;2022M01;2
22 Huesca;Por fusión;2021M12;1
22 Huesca;Por fusión;2021M11;2
22 Huesca;Por fusión;2021M10;1
22 Huesca;Por fusión;2021M09;5
22 Huesca;Por fusión;2021M08;3
22 Huesca;Por fusión;2021M07;1
22 Huesca;Por fusión;2021M06;0
22 Huesca;Por fusión;2021M05;0
22 Huesca;Por fusión;2021M04;0
22 Huesca;Por fusión;2021M03;0
22 Huesca;Por fusión;2021M02;0
22 Huesca;Por fusión;2021M01;0
22 Huesca;Por fusión;2020M12;1
22 Huesca;Por fusión;2020M11;2
22 Huesca;Por fusión;2020M10;0
22 Huesca;Por fusión;2020M09;0
22 Huesca;Por fusión;2020M08;0
22 Huesca;Por fusión;2020M07;1
22 Huesca;Por fusión;2020M06;0
22 Huesca;Por fusión;2020M05;0
22 Huesca;Por fusión;2020M04;0
22 Huesca;Por fusión;2020M03;1
22 Huesca;Por fusión;2020M02;5
22 Huesca;Por fusión;2020M01;0
22 Huesca;Por fusión;2019M12;1
22 Huesca;Por fusión;2019M11;0
22 Huesca;Por fusión;2019M10;0
22 Huesca;Por fusión;2019M09;2
22 Huesca;Por fusión;2019M08;1
22 Huesca;Por fusión;2019M07;0
22 Huesca;Por fusión;2019M06;3
22 Huesca;Por fusión;2019M05;1
22 Huesca;Por fusión;2019M04;1
22 Huesca;Por fusión;2019M03;3
22 Huesca;Por fusión;2019M02;2
22 Huesca;Por fusión;2019M01;2
22 Huesca;Por fusión;2018M12;3
22 Huesca;Por fusión;2018M11;0
22 Huesca;Por fusión;2018M10;1
22 Huesca;Por fusión;2018M09;0
22 Huesca;Por fusión;2018M08;0
22 Huesca;Por fusión;2018M07;1
22 Huesca;Por fusión;2018M06;0
22 Huesca;Por fusión;2018M05;0
22 Huesca;Por fusión;2018M04;1
22 Huesca;Por fusión;2018M03;2
22 Huesca;Por fusión;2018M02;2
22 Huesca;Por fusión;2018M01;1
22 Huesca;Por fusión;2017M12;2
22 Huesca;Por fusión;2017M11;0
22 Huesca;Por fusión;2017M10;1
22 Huesca;Por fusión;2017M09;0
22 Huesca;Por fusión;2017M08;0
22 Huesca;Por fusión;2017M07;2
22 Huesca;Por fusión;2017M06;0
22 Huesca;Por fusión;2017M05;1
22 Huesca;Por fusión;2017M04;0
22 Huesca;Por fusión;2017M03;1
22 Huesca;Por fusión;2017M02;1
22 Huesca;Por fusión;2017M01;1
22 Huesca;Por fusión;2016M12;0
22 Huesca;Por fusión;2016M11;0
22 Huesca;Por fusión;2016M10;1
22 Huesca;Por fusión;2016M09;0
22 Huesca;Por fusión;2016M08;1
22 Huesca;Por fusión;2016M07;0
22 Huesca;Por fusión;2016M06;0
22 Huesca;Por fusión;2016M05;1
22 Huesca;Por fusión;2016M04;0
22 Huesca;Por fusión;2016M03;3
22 Huesca;Por fusión;2016M02;0
22 Huesca;Por fusión;2016M01;0
22 Huesca;Por fusión;2015M12;3
22 Huesca;Por fusión;2015M11;0
22 Huesca;Por fusión;2015M10;0
22 Huesca;Por fusión;2015M09;1
22 Huesca;Por fusión;2015M08;1
22 Huesca;Por fusión;2015M07;1
22 Huesca;Por fusión;2015M06;0
22 Huesca;Por fusión;2015M05;1
22 Huesca;Por fusión;2015M04;1
22 Huesca;Por fusión;2015M03;0
22 Huesca;Por fusión;2015M02;0
22 Huesca;Por fusión;2015M01;2
22 Huesca;Por fusión;2014M12;1
22 Huesca;Por fusión;2014M11;1
22 Huesca;Por fusión;2014M10;0
22 Huesca;Por fusión;2014M09;0
22 Huesca;Por fusión;2014M08;0
22 Huesca;Por fusión;2014M07;0
22 Huesca;Por fusión;2014M06;2
22 Huesca;Por fusión;2014M05;0
22 Huesca;Por fusión;2014M04;0
22 Huesca;Por fusión;2014M03;0
22 Huesca;Por fusión;2014M02;2
22 Huesca;Por fusión;2014M01;4
22 Huesca;Por fusión;2013M12;0
22 Huesca;Por fusión;2013M11;2
22 Huesca;Por fusión;2013M10;3
22 Huesca;Por fusión;2013M09;1
22 Huesca;Por fusión;2013M08;0
22 Huesca;Por fusión;2013M07;1
22 Huesca;Por fusión;2013M06;0
22 Huesca;Por fusión;2013M05;2
22 Huesca;Por fusión;2013M04;1
22 Huesca;Por fusión;2013M03;2
22 Huesca;Por fusión;2013M02;2
22 Huesca;Por fusión;2013M01;1
22 Huesca;Por fusión;2012M12;2
22 Huesca;Por fusión;2012M11;0
22 Huesca;Por fusión;2012M10;1
22 Huesca;Por fusión;2012M09;0
22 Huesca;Por fusión;2012M08;4
22 Huesca;Por fusión;2012M07;0
22 Huesca;Por fusión;2012M06;0
22 Huesca;Por fusión;2012M05;0
22 Huesca;Por fusión;2012M04;0
22 Huesca;Por fusión;2012M03;0
22 Huesca;Por fusión;2012M02;4
22 Huesca;Por fusión;2012M01;2
22 Huesca;Otras;2022M12;1
22 Huesca;Otras;2022M11;1
22 Huesca;Otras;2022M10;1
22 Huesca;Otras;2022M09;0
22 Huesca;Otras;2022M08;0
22 Huesca;Otras;2022M07;1
22 Huesca;Otras;2022M06;1
22 Huesca;Otras;2022M05;0
22 Huesca;Otras;2022M04;0
22 Huesca;Otras;2022M03;1
22 Huesca;Otras;2022M02;4
22 Huesca;Otras;2022M01;0
22 Huesca;Otras;2021M12;2
22 Huesca;Otras;2021M11;2
22 Huesca;Otras;2021M10;1
22 Huesca;Otras;2021M09;0
22 Huesca;Otras;2021M08;3
22 Huesca;Otras;2021M07;1
22 Huesca;Otras;2021M06;2
22 Huesca;Otras;2021M05;0
22 Huesca;Otras;2021M04;4
22 Huesca;Otras;2021M03;7
22 Huesca;Otras;2021M02;2
22 Huesca;Otras;2021M01;1
22 Huesca;Otras;2020M12;3
22 Huesca;Otras;2020M11;1
22 Huesca;Otras;2020M10;2
22 Huesca;Otras;2020M09;1
22 Huesca;Otras;2020M08;0
22 Huesca;Otras;2020M07;0
22 Huesca;Otras;2020M06;1
22 Huesca;Otras;2020M05;0
22 Huesca;Otras;2020M04;1
22 Huesca;Otras;2020M03;0
22 Huesca;Otras;2020M02;0
22 Huesca;Otras;2020M01;0
22 Huesca;Otras;2019M12;0
22 Huesca;Otras;2019M11;1
22 Huesca;Otras;2019M10;0
22 Huesca;Otras;2019M09;0
22 Huesca;Otras;2019M08;0
22 Huesca;Otras;2019M07;2
22 Huesca;Otras;2019M06;1
22 Huesca;Otras;2019M05;1
22 Huesca;Otras;2019M04;1
22 Huesca;Otras;2019M03;1
22 Huesca;Otras;2019M02;0
22 Huesca;Otras;2019M01;2
22 Huesca;Otras;2018M12;2
22 Huesca;Otras;2018M11;0
22 Huesca;Otras;2018M10;1
22 Huesca;Otras;2018M09;0
22 Huesca;Otras;2018M08;0
22 Huesca;Otras;2018M07;0
22 Huesca;Otras;2018M06;0
22 Huesca;Otras;2018M05;1
22 Huesca;Otras;2018M04;2
22 Huesca;Otras;2018M03;2
22 Huesca;Otras;2018M02;2
22 Huesca;Otras;2018M01;2
22 Huesca;Otras;2017M12;0
22 Huesca;Otras;2017M11;0
22 Huesca;Otras;2017M10;0
22 Huesca;Otras;2017M09;0
22 Huesca;Otras;2017M08;0
22 Huesca;Otras;2017M07;2
22 Huesca;Otras;2017M06;0
22 Huesca;Otras;2017M05;0
22 Huesca;Otras;2017M04;2
22 Huesca;Otras;2017M03;1
22 Huesca;Otras;2017M02;0
22 Huesca;Otras;2017M01;1
22 Huesca;Otras;2016M12;2
22 Huesca;Otras;2016M11;0
22 Huesca;Otras;2016M10;1
22 Huesca;Otras;2016M09;0
22 Huesca;Otras;2016M08;1
