Provincias;Clase de disolución;Periodo;Total
03 Alicante/Alacant;Por fusión;2014M04;0
03 Alicante/Alacant;Por fusión;2014M03;1
03 Alicante/Alacant;Por fusión;2014M02;0
03 Alicante/Alacant;Por fusión;2014M01;0
03 Alicante/Alacant;Por fusión;2013M12;0
03 Alicante/Alacant;Por fusión;2013M11;0
03 Alicante/Alacant;Por fusión;2013M10;0
03 Alicante/Alacant;Por fusión;2013M09;3
03 Alicante/Alacant;Por fusión;2013M08;0
03 Alicante/Alacant;Por fusión;2013M07;1
03 Alicante/Alacant;Por fusión;2013M06;2
03 Alicante/Alacant;Por fusión;2013M05;0
03 Alicante/Alacant;Por fusión;2013M04;0
03 Alicante/Alacant;Por fusión;2013M03;0
03 Alicante/Alacant;Por fusión;2013M02;0
03 Alicante/Alacant;Por fusión;2013M01;0
03 Alicante/Alacant;Por fusión;2012M12;0
03 Alicante/Alacant;Por fusión;2012M11;3
03 Alicante/Alacant;Por fusión;2012M10;0
03 Alicante/Alacant;Por fusión;2012M09;1
03 Alicante/Alacant;Por fusión;2012M08;3
03 Alicante/Alacant;Por fusión;2012M07;4
03 Alicante/Alacant;Por fusión;2012M06;0
03 Alicante/Alacant;Por fusión;2012M05;2
03 Alicante/Alacant;Por fusión;2012M04;3
03 Alicante/Alacant;Por fusión;2012M03;2
03 Alicante/Alacant;Por fusión;2012M02;3
03 Alicante/Alacant;Por fusión;2012M01;1
03 Alicante/Alacant;Otras;2022M12;14
03 Alicante/Alacant;Otras;2022M11;6
03 Alicante/Alacant;Otras;2022M10;9
03 Alicante/Alacant;Otras;2022M09;8
03 Alicante/Alacant;Otras;2022M08;5
03 Alicante/Alacant;Otras;2022M07;6
03 Alicante/Alacant;Otras;2022M06;5
03 Alicante/Alacant;Otras;2022M05;13
03 Alicante/Alacant;Otras;2022M04;5
03 Alicante/Alacant;Otras;2022M03;10
03 Alicante/Alacant;Otras;2022M02;15
03 Alicante/Alacant;Otras;2022M01;23
03 Alicante/Alacant;Otras;2021M12;9
03 Alicante/Alacant;Otras;2021M11;12
03 Alicante/Alacant;Otras;2021M10;8
03 Alicante/Alacant;Otras;2021M09;7
03 Alicante/Alacant;Otras;2021M08;8
03 Alicante/Alacant;Otras;2021M07;9
03 Alicante/Alacant;Otras;2021M06;10
03 Alicante/Alacant;Otras;2021M05;17
03 Alicante/Alacant;Otras;2021M04;13
03 Alicante/Alacant;Otras;2021M03;13
03 Alicante/Alacant;Otras;2021M02;19
03 Alicante/Alacant;Otras;2021M01;10
03 Alicante/Alacant;Otras;2020M12;8
03 Alicante/Alacant;Otras;2020M11;9
03 Alicante/Alacant;Otras;2020M10;16
03 Alicante/Alacant;Otras;2020M09;14
03 Alicante/Alacant;Otras;2020M08;11
03 Alicante/Alacant;Otras;2020M07;15
03 Alicante/Alacant;Otras;2020M06;6
03 Alicante/Alacant;Otras;2020M05;3
03 Alicante/Alacant;Otras;2020M04;7
03 Alicante/Alacant;Otras;2020M03;8
03 Alicante/Alacant;Otras;2020M02;21
03 Alicante/Alacant;Otras;2020M01;24
03 Alicante/Alacant;Otras;2019M12;10
03 Alicante/Alacant;Otras;2019M11;10
03 Alicante/Alacant;Otras;2019M10;5
03 Alicante/Alacant;Otras;2019M09;6
03 Alicante/Alacant;Otras;2019M08;13
03 Alicante/Alacant;Otras;2019M07;8
03 Alicante/Alacant;Otras;2019M06;6
03 Alicante/Alacant;Otras;2019M05;11
03 Alicante/Alacant;Otras;2019M04;13
03 Alicante/Alacant;Otras;2019M03;11
03 Alicante/Alacant;Otras;2019M02;9
03 Alicante/Alacant;Otras;2019M01;23
03 Alicante/Alacant;Otras;2018M12;11
03 Alicante/Alacant;Otras;2018M11;13
03 Alicante/Alacant;Otras;2018M10;13
03 Alicante/Alacant;Otras;2018M09;8
03 Alicante/Alacant;Otras;2018M08;2
03 Alicante/Alacant;Otras;2018M07;14
03 Alicante/Alacant;Otras;2018M06;10
03 Alicante/Alacant;Otras;2018M05;11
03 Alicante/Alacant;Otras;2018M04;12
03 Alicante/Alacant;Otras;2018M03;10
03 Alicante/Alacant;Otras;2018M02;7
03 Alicante/Alacant;Otras;2018M01;24
03 Alicante/Alacant;Otras;2017M12;8
03 Alicante/Alacant;Otras;2017M11;17
03 Alicante/Alacant;Otras;2017M10;7
03 Alicante/Alacant;Otras;2017M09;1
03 Alicante/Alacant;Otras;2017M08;11
03 Alicante/Alacant;Otras;2017M07;14
03 Alicante/Alacant;Otras;2017M06;14
03 Alicante/Alacant;Otras;2017M05;24
03 Alicante/Alacant;Otras;2017M04;16
03 Alicante/Alacant;Otras;2017M03;21
03 Alicante/Alacant;Otras;2017M02;17
03 Alicante/Alacant;Otras;2017M01;26
03 Alicante/Alacant;Otras;2016M12;10
03 Alicante/Alacant;Otras;2016M11;18
03 Alicante/Alacant;Otras;2016M10;26
03 Alicante/Alacant;Otras;2016M09;11
03 Alicante/Alacant;Otras;2016M08;7
03 Alicante/Alacant;Otras;2016M07;4
03 Alicante/Alacant;Otras;2016M06;19
03 Alicante/Alacant;Otras;2016M05;21
03 Alicante/Alacant;Otras;2016M04;7
03 Alicante/Alacant;Otras;2016M03;8
03 Alicante/Alacant;Otras;2016M02;28
03 Alicante/Alacant;Otras;2016M01;19
03 Alicante/Alacant;Otras;2015M12;9
03 Alicante/Alacant;Otras;2015M11;19
03 Alicante/Alacant;Otras;2015M10;9
03 Alicante/Alacant;Otras;2015M09;12
03 Alicante/Alacant;Otras;2015M08;8
03 Alicante/Alacant;Otras;2015M07;16
03 Alicante/Alacant;Otras;2015M06;12
03 Alicante/Alacant;Otras;2015M05;5
03 Alicante/Alacant;Otras;2015M04;12
03 Alicante/Alacant;Otras;2015M03;15
03 Alicante/Alacant;Otras;2015M02;17
03 Alicante/Alacant;Otras;2015M01;18
03 Alicante/Alacant;Otras;2014M12;16
03 Alicante/Alacant;Otras;2014M11;18
03 Alicante/Alacant;Otras;2014M10;23
03 Alicante/Alacant;Otras;2014M09;15
03 Alicante/Alacant;Otras;2014M08;16
03 Alicante/Alacant;Otras;2014M07;29
03 Alicante/Alacant;Otras;2014M06;19
03 Alicante/Alacant;Otras;2014M05;22
03 Alicante/Alacant;Otras;2014M04;14
03 Alicante/Alacant;Otras;2014M03;31
03 Alicante/Alacant;Otras;2014M02;20
03 Alicante/Alacant;Otras;2014M01;20
03 Alicante/Alacant;Otras;2013M12;15
03 Alicante/Alacant;Otras;2013M11;31
03 Alicante/Alacant;Otras;2013M10;27
03 Alicante/Alacant;Otras;2013M09;15
03 Alicante/Alacant;Otras;2013M08;12
03 Alicante/Alacant;Otras;2013M07;31
03 Alicante/Alacant;Otras;2013M06;14
03 Alicante/Alacant;Otras;2013M05;19
03 Alicante/Alacant;Otras;2013M04;32
03 Alicante/Alacant;Otras;2013M03;30
03 Alicante/Alacant;Otras;2013M02;29
03 Alicante/Alacant;Otras;2013M01;20
03 Alicante/Alacant;Otras;2012M12;17
03 Alicante/Alacant;Otras;2012M11;32
03 Alicante/Alacant;Otras;2012M10;26
03 Alicante/Alacant;Otras;2012M09;15
03 Alicante/Alacant;Otras;2012M08;18
03 Alicante/Alacant;Otras;2012M07;26
03 Alicante/Alacant;Otras;2012M06;21
03 Alicante/Alacant;Otras;2012M05;32
03 Alicante/Alacant;Otras;2012M04;22
03 Alicante/Alacant;Otras;2012M03;28
03 Alicante/Alacant;Otras;2012M02;11
03 Alicante/Alacant;Otras;2012M01;24
04 Almería;Voluntaria;2022M12;17
04 Almería;Voluntaria;2022M11;25
04 Almería;Voluntaria;2022M10;18
04 Almería;Voluntaria;2022M09;18
04 Almería;Voluntaria;2022M08;13
04 Almería;Voluntaria;2022M07;15
04 Almería;Voluntaria;2022M06;16
04 Almería;Voluntaria;2022M05;21
04 Almería;Voluntaria;2022M04;18
04 Almería;Voluntaria;2022M03;19
04 Almería;Voluntaria;2022M02;21
04 Almería;Voluntaria;2022M01;40
04 Almería;Voluntaria;2021M12;43
04 Almería;Voluntaria;2021M11;27
04 Almería;Voluntaria;2021M10;10
04 Almería;Voluntaria;2021M09;12
04 Almería;Voluntaria;2021M08;11
04 Almería;Voluntaria;2021M07;11
04 Almería;Voluntaria;2021M06;8
04 Almería;Voluntaria;2021M05;17
04 Almería;Voluntaria;2021M04;15
04 Almería;Voluntaria;2021M03;17
04 Almería;Voluntaria;2021M02;31
04 Almería;Voluntaria;2021M01;25
04 Almería;Voluntaria;2020M12;23
04 Almería;Voluntaria;2020M11;21
04 Almería;Voluntaria;2020M10;4
04 Almería;Voluntaria;2020M09;7
04 Almería;Voluntaria;2020M08;10
04 Almería;Voluntaria;2020M07;9
04 Almería;Voluntaria;2020M06;10
04 Almería;Voluntaria;2020M05;5
04 Almería;Voluntaria;2020M04;3
04 Almería;Voluntaria;2020M03;14
04 Almería;Voluntaria;2020M02;20
04 Almería;Voluntaria;2020M01;41
04 Almería;Voluntaria;2019M12;23
04 Almería;Voluntaria;2019M11;25
04 Almería;Voluntaria;2019M10;11
04 Almería;Voluntaria;2019M09;7
04 Almería;Voluntaria;2019M08;12
04 Almería;Voluntaria;2019M07;13
04 Almería;Voluntaria;2019M06;22
04 Almería;Voluntaria;2019M05;15
04 Almería;Voluntaria;2019M04;10
04 Almería;Voluntaria;2019M03;13
04 Almería;Voluntaria;2019M02;19
04 Almería;Voluntaria;2019M01;35
04 Almería;Voluntaria;2018M12;20
04 Almería;Voluntaria;2018M11;19
04 Almería;Voluntaria;2018M10;9
04 Almería;Voluntaria;2018M09;9
04 Almería;Voluntaria;2018M08;7
04 Almería;Voluntaria;2018M07;13
04 Almería;Voluntaria;2018M06;5
04 Almería;Voluntaria;2018M05;9
04 Almería;Voluntaria;2018M04;14
04 Almería;Voluntaria;2018M03;7
04 Almería;Voluntaria;2018M02;16
04 Almería;Voluntaria;2018M01;34
04 Almería;Voluntaria;2017M12;22
04 Almería;Voluntaria;2017M11;16
04 Almería;Voluntaria;2017M10;8
04 Almería;Voluntaria;2017M09;15
04 Almería;Voluntaria;2017M08;5
04 Almería;Voluntaria;2017M07;12
04 Almería;Voluntaria;2017M06;7
04 Almería;Voluntaria;2017M05;14
04 Almería;Voluntaria;2017M04;7
04 Almería;Voluntaria;2017M03;17
04 Almería;Voluntaria;2017M02;24
04 Almería;Voluntaria;2017M01;27
04 Almería;Voluntaria;2016M12;34
04 Almería;Voluntaria;2016M11;18
04 Almería;Voluntaria;2016M10;14
04 Almería;Voluntaria;2016M09;13
04 Almería;Voluntaria;2016M08;12
04 Almería;Voluntaria;2016M07;10
04 Almería;Voluntaria;2016M06;13
04 Almería;Voluntaria;2016M05;14
04 Almería;Voluntaria;2016M04;14
04 Almería;Voluntaria;2016M03;19
04 Almería;Voluntaria;2016M02;28
04 Almería;Voluntaria;2016M01;25
04 Almería;Voluntaria;2015M12;12
04 Almería;Voluntaria;2015M11;23
04 Almería;Voluntaria;2015M10;6
04 Almería;Voluntaria;2015M09;9
04 Almería;Voluntaria;2015M08;8
04 Almería;Voluntaria;2015M07;6
04 Almería;Voluntaria;2015M06;5
04 Almería;Voluntaria;2015M05;6
04 Almería;Voluntaria;2015M04;11
04 Almería;Voluntaria;2015M03;10
04 Almería;Voluntaria;2015M02;14
04 Almería;Voluntaria;2015M01;28
04 Almería;Voluntaria;2014M12;19
04 Almería;Voluntaria;2014M11;11
04 Almería;Voluntaria;2014M10;13
04 Almería;Voluntaria;2014M09;15
04 Almería;Voluntaria;2014M08;9
04 Almería;Voluntaria;2014M07;8
04 Almería;Voluntaria;2014M06;11
04 Almería;Voluntaria;2014M05;16
04 Almería;Voluntaria;2014M04;18
04 Almería;Voluntaria;2014M03;6
04 Almería;Voluntaria;2014M02;13
04 Almería;Voluntaria;2014M01;33
04 Almería;Voluntaria;2013M12;22
04 Almería;Voluntaria;2013M11;4
04 Almería;Voluntaria;2013M10;20
04 Almería;Voluntaria;2013M09;11
04 Almería;Voluntaria;2013M08;8
04 Almería;Voluntaria;2013M07;14
04 Almería;Voluntaria;2013M06;13
04 Almería;Voluntaria;2013M05;28
04 Almería;Voluntaria;2013M04;23
04 Almería;Voluntaria;2013M03;19
04 Almería;Voluntaria;2013M02;25
04 Almería;Voluntaria;2013M01;40
04 Almería;Voluntaria;2012M12;26
04 Almería;Voluntaria;2012M11;20
04 Almería;Voluntaria;2012M10;16
04 Almería;Voluntaria;2012M09;10
04 Almería;Voluntaria;2012M08;16
04 Almería;Voluntaria;2012M07;11
04 Almería;Voluntaria;2012M06;17
04 Almería;Voluntaria;2012M05;21
04 Almería;Voluntaria;2012M04;23
04 Almería;Voluntaria;2012M03;15
04 Almería;Voluntaria;2012M02;20
04 Almería;Voluntaria;2012M01;34
04 Almería;Por fusión;2022M12;1
04 Almería;Por fusión;2022M11;0
04 Almería;Por fusión;2022M10;4
04 Almería;Por fusión;2022M09;2
04 Almería;Por fusión;2022M08;1
04 Almería;Por fusión;2022M07;0
04 Almería;Por fusión;2022M06;1
04 Almería;Por fusión;2022M05;0
04 Almería;Por fusión;2022M04;1
04 Almería;Por fusión;2022M03;3
04 Almería;Por fusión;2022M02;8
04 Almería;Por fusión;2022M01;4
04 Almería;Por fusión;2021M12;3
04 Almería;Por fusión;2021M11;1
04 Almería;Por fusión;2021M10;1
04 Almería;Por fusión;2021M09;0
04 Almería;Por fusión;2021M08;0
04 Almería;Por fusión;2021M07;0
04 Almería;Por fusión;2021M06;0
04 Almería;Por fusión;2021M05;2
04 Almería;Por fusión;2021M04;1
04 Almería;Por fusión;2021M03;0
04 Almería;Por fusión;2021M02;1
04 Almería;Por fusión;2021M01;0
04 Almería;Por fusión;2020M12;5
04 Almería;Por fusión;2020M11;2
04 Almería;Por fusión;2020M10;3
04 Almería;Por fusión;2020M09;101
04 Almería;Por fusión;2020M08;0
04 Almería;Por fusión;2020M07;1
04 Almería;Por fusión;2020M06;1
04 Almería;Por fusión;2020M05;0
04 Almería;Por fusión;2020M04;0
04 Almería;Por fusión;2020M03;0
04 Almería;Por fusión;2020M02;1
04 Almería;Por fusión;2020M01;2
04 Almería;Por fusión;2019M12;1
04 Almería;Por fusión;2019M11;8
04 Almería;Por fusión;2019M10;1
04 Almería;Por fusión;2019M09;0
04 Almería;Por fusión;2019M08;2
04 Almería;Por fusión;2019M07;5
04 Almería;Por fusión;2019M06;2
04 Almería;Por fusión;2019M05;0
04 Almería;Por fusión;2019M04;2
04 Almería;Por fusión;2019M03;1
04 Almería;Por fusión;2019M02;0
04 Almería;Por fusión;2019M01;2
04 Almería;Por fusión;2018M12;1
04 Almería;Por fusión;2018M11;3
04 Almería;Por fusión;2018M10;0
04 Almería;Por fusión;2018M09;0
04 Almería;Por fusión;2018M08;0
04 Almería;Por fusión;2018M07;1
04 Almería;Por fusión;2018M06;1
04 Almería;Por fusión;2018M05;0
04 Almería;Por fusión;2018M04;0
04 Almería;Por fusión;2018M03;1
04 Almería;Por fusión;2018M02;2
04 Almería;Por fusión;2018M01;2
04 Almería;Por fusión;2017M12;9
04 Almería;Por fusión;2017M11;1
04 Almería;Por fusión;2017M10;2
04 Almería;Por fusión;2017M09;0
04 Almería;Por fusión;2017M08;3
04 Almería;Por fusión;2017M07;1
04 Almería;Por fusión;2017M06;1
04 Almería;Por fusión;2017M05;5
04 Almería;Por fusión;2017M04;0
04 Almería;Por fusión;2017M03;1
04 Almería;Por fusión;2017M02;0
04 Almería;Por fusión;2017M01;2
04 Almería;Por fusión;2016M12;0
04 Almería;Por fusión;2016M11;5
04 Almería;Por fusión;2016M10;0
04 Almería;Por fusión;2016M09;2
04 Almería;Por fusión;2016M08;2
04 Almería;Por fusión;2016M07;5
04 Almería;Por fusión;2016M06;2
04 Almería;Por fusión;2016M05;1
04 Almería;Por fusión;2016M04;2
04 Almería;Por fusión;2016M03;1
04 Almería;Por fusión;2016M02;0
04 Almería;Por fusión;2016M01;2
04 Almería;Por fusión;2015M12;2
04 Almería;Por fusión;2015M11;1
04 Almería;Por fusión;2015M10;0
04 Almería;Por fusión;2015M09;1
04 Almería;Por fusión;2015M08;0
04 Almería;Por fusión;2015M07;0
04 Almería;Por fusión;2015M06;1
04 Almería;Por fusión;2015M05;0
04 Almería;Por fusión;2015M04;0
04 Almería;Por fusión;2015M03;2
04 Almería;Por fusión;2015M02;1
04 Almería;Por fusión;2015M01;6
04 Almería;Por fusión;2014M12;3
04 Almería;Por fusión;2014M11;0
04 Almería;Por fusión;2014M10;0
04 Almería;Por fusión;2014M09;1
04 Almería;Por fusión;2014M08;1
04 Almería;Por fusión;2014M07;3
04 Almería;Por fusión;2014M06;2
04 Almería;Por fusión;2014M05;0
04 Almería;Por fusión;2014M04;2
04 Almería;Por fusión;2014M03;1
04 Almería;Por fusión;2014M02;1
04 Almería;Por fusión;2014M01;0
04 Almería;Por fusión;2013M12;0
04 Almería;Por fusión;2013M11;2
04 Almería;Por fusión;2013M10;0
04 Almería;Por fusión;2013M09;2
04 Almería;Por fusión;2013M08;6
04 Almería;Por fusión;2013M07;2
04 Almería;Por fusión;2013M06;3
04 Almería;Por fusión;2013M05;0
04 Almería;Por fusión;2013M04;0
04 Almería;Por fusión;2013M03;0
04 Almería;Por fusión;2013M02;0
04 Almería;Por fusión;2013M01;1
04 Almería;Por fusión;2012M12;0
04 Almería;Por fusión;2012M11;1
04 Almería;Por fusión;2012M10;1
04 Almería;Por fusión;2012M09;0
04 Almería;Por fusión;2012M08;0
04 Almería;Por fusión;2012M07;0
04 Almería;Por fusión;2012M06;1
04 Almería;Por fusión;2012M05;0
04 Almería;Por fusión;2012M04;0
04 Almería;Por fusión;2012M03;4
04 Almería;Por fusión;2012M02;2
04 Almería;Por fusión;2012M01;0
04 Almería;Otras;2022M12;0
04 Almería;Otras;2022M11;3
04 Almería;Otras;2022M10;2
04 Almería;Otras;2022M09;2
04 Almería;Otras;2022M08;2
04 Almería;Otras;2022M07;0
04 Almería;Otras;2022M06;1
04 Almería;Otras;2022M05;3
04 Almería;Otras;2022M04;2
04 Almería;Otras;2022M03;3
04 Almería;Otras;2022M02;0
04 Almería;Otras;2022M01;0
04 Almería;Otras;2021M12;6
04 Almería;Otras;2021M11;3
04 Almería;Otras;2021M10;1
04 Almería;Otras;2021M09;1
04 Almería;Otras;2021M08;0
04 Almería;Otras;2021M07;2
04 Almería;Otras;2021M06;2
04 Almería;Otras;2021M05;3
04 Almería;Otras;2021M04;2
04 Almería;Otras;2021M03;3
04 Almería;Otras;2021M02;1
04 Almería;Otras;2021M01;1
04 Almería;Otras;2020M12;3
04 Almería;Otras;2020M11;2
04 Almería;Otras;2020M10;3
04 Almería;Otras;2020M09;4
04 Almería;Otras;2020M08;3
04 Almería;Otras;2020M07;2
04 Almería;Otras;2020M06;1
04 Almería;Otras;2020M05;3
04 Almería;Otras;2020M04;1
04 Almería;Otras;2020M03;0
04 Almería;Otras;2020M02;3
04 Almería;Otras;2020M01;3
04 Almería;Otras;2019M12;1
04 Almería;Otras;2019M11;3
04 Almería;Otras;2019M10;1
04 Almería;Otras;2019M09;0
04 Almería;Otras;2019M08;1
04 Almería;Otras;2019M07;5
04 Almería;Otras;2019M06;1
04 Almería;Otras;2019M05;2
04 Almería;Otras;2019M04;3
04 Almería;Otras;2019M03;4
04 Almería;Otras;2019M02;4
04 Almería;Otras;2019M01;5
04 Almería;Otras;2018M12;2
04 Almería;Otras;2018M11;3
04 Almería;Otras;2018M10;3
04 Almería;Otras;2018M09;3
04 Almería;Otras;2018M08;1
04 Almería;Otras;2018M07;0
04 Almería;Otras;2018M06;2
04 Almería;Otras;2018M05;1
04 Almería;Otras;2018M04;4
04 Almería;Otras;2018M03;2
04 Almería;Otras;2018M02;1
04 Almería;Otras;2018M01;2
04 Almería;Otras;2017M12;1
04 Almería;Otras;2017M11;2
04 Almería;Otras;2017M10;0
04 Almería;Otras;2017M09;1
04 Almería;Otras;2017M08;3
04 Almería;Otras;2017M07;0
04 Almería;Otras;2017M06;3
04 Almería;Otras;2017M05;2
04 Almería;Otras;2017M04;0
04 Almería;Otras;2017M03;3
04 Almería;Otras;2017M02;0
04 Almería;Otras;2017M01;4
04 Almería;Otras;2016M12;4
04 Almería;Otras;2016M11;3
04 Almería;Otras;2016M10;1
04 Almería;Otras;2016M09;1
04 Almería;Otras;2016M08;0
04 Almería;Otras;2016M07;0
04 Almería;Otras;2016M06;2
04 Almería;Otras;2016M05;4
04 Almería;Otras;2016M04;3
04 Almería;Otras;2016M03;3
04 Almería;Otras;2016M02;2
04 Almería;Otras;2016M01;3
04 Almería;Otras;2015M12;1
04 Almería;Otras;2015M11;3
04 Almería;Otras;2015M10;0
04 Almería;Otras;2015M09;3
04 Almería;Otras;2015M08;0
04 Almería;Otras;2015M07;0
04 Almería;Otras;2015M06;2
04 Almería;Otras;2015M05;3
04 Almería;Otras;2015M04;4
04 Almería;Otras;2015M03;1
04 Almería;Otras;2015M02;1
04 Almería;Otras;2015M01;1
04 Almería;Otras;2014M12;3
04 Almería;Otras;2014M11;0
04 Almería;Otras;2014M10;4
04 Almería;Otras;2014M09;5
04 Almería;Otras;2014M08;1
04 Almería;Otras;2014M07;11
04 Almería;Otras;2014M06;3
04 Almería;Otras;2014M05;1
04 Almería;Otras;2014M04;5
04 Almería;Otras;2014M03;3
04 Almería;Otras;2014M02;2
04 Almería;Otras;2014M01;5
04 Almería;Otras;2013M12;3
04 Almería;Otras;2013M11;3
04 Almería;Otras;2013M10;4
04 Almería;Otras;2013M09;0
04 Almería;Otras;2013M08;1
04 Almería;Otras;2013M07;1
04 Almería;Otras;2013M06;1
04 Almería;Otras;2013M05;2
04 Almería;Otras;2013M04;0
04 Almería;Otras;2013M03;5
04 Almería;Otras;2013M02;1
04 Almería;Otras;2013M01;2
04 Almería;Otras;2012M12;5
04 Almería;Otras;2012M11;7
04 Almería;Otras;2012M10;3
04 Almería;Otras;2012M09;0
04 Almería;Otras;2012M08;2
04 Almería;Otras;2012M07;2
04 Almería;Otras;2012M06;3
04 Almería;Otras;2012M05;5
04 Almería;Otras;2012M04;7
04 Almería;Otras;2012M03;2
04 Almería;Otras;2012M02;0
04 Almería;Otras;2012M01;1
01 Araba/Álava;Voluntaria;2022M12;23
01 Araba/Álava;Voluntaria;2022M11;20
01 Araba/Álava;Voluntaria;2022M10;10
01 Araba/Álava;Voluntaria;2022M09;11
01 Araba/Álava;Voluntaria;2022M08;8
01 Araba/Álava;Voluntaria;2022M07;14
01 Araba/Álava;Voluntaria;2022M06;11
01 Araba/Álava;Voluntaria;2022M05;18
01 Araba/Álava;Voluntaria;2022M04;13
01 Araba/Álava;Voluntaria;2022M03;14
01 Araba/Álava;Voluntaria;2022M02;26
01 Araba/Álava;Voluntaria;2022M01;19
01 Araba/Álava;Voluntaria;2021M12;25
01 Araba/Álava;Voluntaria;2021M11;15
01 Araba/Álava;Voluntaria;2021M10;7
01 Araba/Álava;Voluntaria;2021M09;5
01 Araba/Álava;Voluntaria;2021M08;9
01 Araba/Álava;Voluntaria;2021M07;12
01 Araba/Álava;Voluntaria;2021M06;9
01 Araba/Álava;Voluntaria;2021M05;17
01 Araba/Álava;Voluntaria;2021M04;7
01 Araba/Álava;Voluntaria;2021M03;17
01 Araba/Álava;Voluntaria;2021M02;19
01 Araba/Álava;Voluntaria;2021M01;20
01 Araba/Álava;Voluntaria;2020M12;11
01 Araba/Álava;Voluntaria;2020M11;7
01 Araba/Álava;Voluntaria;2020M10;12
01 Araba/Álava;Voluntaria;2020M09;9
01 Araba/Álava;Voluntaria;2020M08;4
01 Araba/Álava;Voluntaria;2020M07;12
01 Araba/Álava;Voluntaria;2020M06;4
01 Araba/Álava;Voluntaria;2020M05;10
01 Araba/Álava;Voluntaria;2020M04;5
01 Araba/Álava;Voluntaria;2020M03;15
01 Araba/Álava;Voluntaria;2020M02;32
01 Araba/Álava;Voluntaria;2020M01;22
01 Araba/Álava;Voluntaria;2019M12;22
01 Araba/Álava;Voluntaria;2019M11;18
01 Araba/Álava;Voluntaria;2019M10;3
01 Araba/Álava;Voluntaria;2019M09;3
01 Araba/Álava;Voluntaria;2019M08;11
01 Araba/Álava;Voluntaria;2019M07;12
01 Araba/Álava;Voluntaria;2019M06;9
01 Araba/Álava;Voluntaria;2019M05;15
01 Araba/Álava;Voluntaria;2019M04;9
01 Araba/Álava;Voluntaria;2019M03;10
01 Araba/Álava;Voluntaria;2019M02;31
01 Araba/Álava;Voluntaria;2019M01;25
01 Araba/Álava;Voluntaria;2018M12;15
01 Araba/Álava;Voluntaria;2018M11;18
01 Araba/Álava;Voluntaria;2018M10;13
01 Araba/Álava;Voluntaria;2018M09;6
01 Araba/Álava;Voluntaria;2018M08;8
01 Araba/Álava;Voluntaria;2018M07;8
01 Araba/Álava;Voluntaria;2018M06;9
01 Araba/Álava;Voluntaria;2018M05;23
01 Araba/Álava;Voluntaria;2018M04;8
01 Araba/Álava;Voluntaria;2018M03;21
01 Araba/Álava;Voluntaria;2018M02;23
01 Araba/Álava;Voluntaria;2018M01;22
01 Araba/Álava;Voluntaria;2017M12;20
01 Araba/Álava;Voluntaria;2017M11;18
01 Araba/Álava;Voluntaria;2017M10;6
01 Araba/Álava;Voluntaria;2017M09;11
01 Araba/Álava;Voluntaria;2017M08;11
01 Araba/Álava;Voluntaria;2017M07;8
01 Araba/Álava;Voluntaria;2017M06;9
01 Araba/Álava;Voluntaria;2017M05;9
01 Araba/Álava;Voluntaria;2017M04;1
01 Araba/Álava;Voluntaria;2017M03;18
01 Araba/Álava;Voluntaria;2017M02;22
01 Araba/Álava;Voluntaria;2017M01;23
01 Araba/Álava;Voluntaria;2016M12;12
01 Araba/Álava;Voluntaria;2016M11;14
01 Araba/Álava;Voluntaria;2016M10;13
01 Araba/Álava;Voluntaria;2016M09;4
01 Araba/Álava;Voluntaria;2016M08;16
01 Araba/Álava;Voluntaria;2016M07;10
01 Araba/Álava;Voluntaria;2016M06;11
01 Araba/Álava;Voluntaria;2016M05;3
01 Araba/Álava;Voluntaria;2016M04;17
01 Araba/Álava;Voluntaria;2016M03;13
01 Araba/Álava;Voluntaria;2016M02;19
01 Araba/Álava;Voluntaria;2016M01;15
01 Araba/Álava;Voluntaria;2015M12;17
01 Araba/Álava;Voluntaria;2015M11;7
01 Araba/Álava;Voluntaria;2015M10;5
01 Araba/Álava;Voluntaria;2015M09;8
01 Araba/Álava;Voluntaria;2015M08;7
01 Araba/Álava;Voluntaria;2015M07;12
01 Araba/Álava;Voluntaria;2015M06;9
01 Araba/Álava;Voluntaria;2015M05;10
01 Araba/Álava;Voluntaria;2015M04;3
01 Araba/Álava;Voluntaria;2015M03;5
01 Araba/Álava;Voluntaria;2015M02;19
01 Araba/Álava;Voluntaria;2015M01;30
01 Araba/Álava;Voluntaria;2014M12;8
01 Araba/Álava;Voluntaria;2014M11;8
01 Araba/Álava;Voluntaria;2014M10;6
01 Araba/Álava;Voluntaria;2014M09;4
01 Araba/Álava;Voluntaria;2014M08;7
01 Araba/Álava;Voluntaria;2014M07;6
